"","Estimate","Std. Error","z value","Pr(>|z|)"
"minHBint7",62053325787417.8,2529759.57702522,24529337.2346423,0
"minHBint8",-131642717993462,2918257.06025139,-45110048.6610737,0
"minHBint9",-200055251146076,2809189.51811076,-71214579.8125495,0
"minHBint10",-12644641799046.8,2425896.38826471,-5212358.55752759,0
"minHsOH",-438094287861963,6317395.9233718,-69347290.1138256,0
"minHsNH2",-487372595357397,4976826.08854998,-97928395.8663293,0
"minHssNH",156756171359058,4936238.00171959,31756202.0519371,0
"minHdsCH",-186810083600767,4451996.77520444,-41960965.6146232,0
"minHaaCH",590138483074968,12271504.5926713,48090148.8988895,0
"minHCsats",-72928374387131.6,4251356.88876242,-17154140.735609,0
"minHCsatu",-150204797800145,2304826.31644557,-65169681.8664353,0
"minHother",-403676866898187,10179877.5459498,-39654393.1963892,0
"minsCH3",132987613021464,2370684.05660656,56096725.6057835,0
"minssCH2",-7274830574631.12,3229509.40915885,-2252611.66727051,0
"mindsCH",67068659188762,4349446.60908162,15420044.2531524,0
"minaaCH",-236382478841164,5606743.82674518,-42160385.0908217,0
"minsssCH",126483341688591,3822174.94343001,33091981.2830662,0
"mindssC",197964625926175,3671989.86778376,53912083.9256718,0
"minaasC",-12327644696208,4824297.35989325,-2555324.3874836,0
"minssNH",-197149003081750,4697005.878317,-41973335.3947582,0
"minaaN",-59303051435503.7,3016940.14420454,-19656688.1014936,0
"minsssN",-90288361331043.1,3260511.80031753,-27691468.9657772,0
"minsOH",249060435314598,6482414.57337115,38420935.9792729,0
"mindO",135815786768665,3846439.15756208,35309485.2681219,0
"minssO",-50945792406448.5,3480148.01496562,-14638972.8791325,0
"minsF",-80094083515828.5,5340725.05027552,-14996855.8129943,0
"minsCl",9896888792357.83,5116331.26658589,1934372.16565572,0
"maxHBd",130670260722110,6520949.16726314,20038533.8653011,0
"maxHBa",-199199890271391,5117536.24597023,-38924959.3353149,0
"maxwHBa",66416275525653.5,5490564.87630301,12096437.6201623,0
"maxHBint2",337516071500840,5905047.80102992,57157212.4178186,0
"maxHBint3",54327502236731.5,3822433.08635912,14212806.6101685,0
"maxHBint4",-115879793992488,3927240.86395198,-29506668.4236623,0
"maxHBint5",-118998707221626,3880224.70711366,-30667993.7900155,0
"maxHBint6",-103641522777089,3972333.16308313,-26090843.4721139,0
"maxHBint7",11909056958223.2,3884504.21874985,3065785.56427876,0
"maxHBint8",216317906630260,4331743.51578771,49937838.1572813,0
"maxHBint9",337063408195338,3949009.39132774,85353914.0564084,0
"maxHBint10",38588259921306.3,3819154.13076489,10103876.0416768,0
"maxHsSH",-480268875174838,6259905.50822973,-76721425.6738287,0
"maxHaaCH",-598180389016778,14429627.2891795,-41455013.1496009,0
"maxHCsats",1486631553603.35,5752782.22579547,258419.577737063,0
"maxHother",375372575595331,12280060.0718996,30567649.7832689,0
"maxssCH2",-112257040362986,4139633.71202296,-27117626.3824868,0
"maxsssCH",-111649635622677,3171189.63529583,-35207492.6015143,0
"maxdssC",-18106393284002.8,4335744.95660726,-4176074.34598071,0
"maxaasC",-126389115094106,5147189.96170882,-24554973.885624,0
"maxssssC",162755674230142,2353297.42494179,69160690.2319915,0
"maxsSH",70822587030345.6,2972845.7684184,23823162.2315289,0
"maxdS",158773012031491,4690702.72610163,33848449.0070094,0
"maxsBr",-396990217764007,8846051.36142618,-44877674.9697736,0
"maxsI",-231884845740709,4400723.94926716,-52692431.6121496,0
"meanI",-1891174519131890,61555509.9709217,-30723074.5066569,0
"hmax",-215428697528297,5606749.50164129,-38423100.1340855,0
"hmin",-117622272688108,4375754.84765104,-26880453.0380053,0
"gmin",-124940488376029,9889234.54845087,-12633989.7960657,0
"LipoaffinityIndex",2577592879086635,66038064.7996516,39031926.3125989,0
"MAXDN2",-186450326215281,8766730.38109484,-21267943.476094,0
"ETA_AlphaP",-1624305288034669312,105416892755.118,-15408396.5632331,0
"ETA_dAlpha_A",994610790287865216,64540456508.4495,15410656.2626754,0
"ETA_dAlpha_B",-1131492533455584640,73407853249.1169,-15413780.4522869,0
"ETA_Epsilon_2",100797288313419376,22361003371.3678,4507726.53799987,0
"ETA_Epsilon_3",-879035565934297,68199508.1262197,-12889177.5041461,0
"ETA_Epsilon_5",-86993017861002560,19870814050.8911,-4377929.24025181,0
"ETA_dEpsilon_B",-334085596895690,14983918.9721598,-22296276.2623332,0
"ETA_dEpsilon_D",-52458985881474056,11936069228.1364,-4394996.78485564,0
"ETA_Psi_1",1230445116508739,76049903.7927974,16179443.4331063,0
"ETA_dPsi_B",-215070471213574,52855030.4054397,-4069063.42809405,0
"ETA_Shape_Y",922873438135322,43641464.1144849,21146711.2036925,0
"ETA_Shape_X",1473825843082880,55085808.7945918,26755091.2900017,0
"ETA_Beta",20404142943038732,292358826.568217,69791438.0849992,0
"ETA_BetaP",-604989456841053,33524070.9075441,-18046419.7951839,0
"ETA_BetaP_s",-2203929048111802,31800544.7278447,-69304757.7320911,0
"ETA_dBeta",-9692643730060936,156741583.172223,-61838368.1847271,0
"ETA_Beta_ns_d",-464602701452654,5790018.75953478,-80242002.789294,0
"ETA_EtaP",-127409049895304,47774923.6349392,-2666860.35688659,0
"ETA_EtaP_F",963673276317959,47025916.0054366,20492387.1383292,0
"ETA_EtaP_B",2174225317757721,100302682.636467,21676641.7468403,0
"FMF",67895059674345.1,9257419.74732743,7334123.4952586,0
"nHBAcc",508867820766466,14817435.2032006,34342503.5296627,0
"IC0",-4073755816405006,70716453.1947111,-57606902.3878828,0
"IC1",2691271216806896,75661437.6870875,35569919.0905831,0
"IC2",2115635090714426,61812406.0927864,34226706.6507434,0
"SIC0",7094299516626316,82027548.2944205,86486792.1099243,0
"SIC1",-2611869050063569,79794177.4021157,-32732576.9260242,0
"SIC2",-1941353839550313,51115659.2321267,-37979630.2877407,0
"SIC3",-336913395111215,5403505.30388308,-62350895.6064318,0
"MIC0",-2513950963191844,61202119.6037521,-41076207.4821625,0
"MIC1",1307458926138812,32163274.1033765,40650678.8437174,0
"ZMIC1",905341086922324,23006383.0374981,39351734.9270726,0
"Kier3",167563979304383,13806071.0343808,12136977.9198661,0
"nAtomLC",-67613592842512.6,5060129.24134903,-13362028.8371304,0
"nAtomP",144120592058727,4392422.87789789,32811183.2728864,0
"nAtomLAC",-25437398111560.8,3343413.85999439,-7608211.00131573,0
"MLogP",-92606746467652352,771870759.66816,-119977010.798369,0
"MDEC.11",-142333073594071,7470487.24792881,-19052716.2245719,0
"MDEC.12",-155320824370623,6693868.13783806,-23203448.4654172,0
"MDEC.13",-14682027051688.1,7010730.46632708,-2094222.15305619,0
"MDEC.14",152651120671565,6584438.94192528,23183618.5311986,0
"MDEC.22",179598840699611,2946273.34710801,60957969.4551764,0
"MDEC.23",-119658285904579,5447741.57258676,-21964750.7706136,0
"MDEC.33",122935535947252,4427182.87762787,27768343.740325,0
"MDEC.44",227745158157102,4823688.92605182,47213898.2526618,0
"MDEO.11",282772982521278,5135182.20023054,55065812.9537416,0
"MDEO.12",-209948182338655,6494487.71694041,-32327135.1781943,0
"MDEO.22",132391681304993,5835544.52472353,22687116.9852424,0
"MDEN.11",-282068637339623,3214700.37344483,-87743367.8328666,0
"MDEN.12",27067277741542.1,3005922.67628268,9004648.70740298,0
"MDEN.13",-49425330975275.2,2095169.08008575,-23590139.5477125,0
"MDEN.22",207270218160143,5359090.24724266,38676381.3628232,0
"MDEN.23",241671298588780,4244943.34300367,56931572.2404379,0
"MDEN.33",123145987284876,3304531.55577804,37265792.5053106,0
"MLFER_A",-124051206982149,3417418.23778369,-36299685.4205941,0
"MLFER_BH",-451052298504098,6736967.80833964,-66951826.3016998,0
"MLFER_S",-375326653983650,6861567.55346842,-54699840.9705852,0
"MLFER_E",98838745294967.3,11039868.9957678,8952891.13782577,0
"R_TpiPCTPC",-393656489885772,5530136.80572624,-71183861.0354369,0
"PetitjeanNumber",-36322185984777.5,2021198.22283964,-17970620.3846485,0
"nRing",8291669976017694,404609115.281938,20493038.0034566,0
"n4Ring",-566425272666494,40247962.9940708,-14073389.8197516,0
"n5Ring",-3959679417067358,224606468.827526,-17629409.5078267,0
"n6Ring",-4917042039921021,329934468.796131,-14903086.8398273,0
"n7Ring",-1012385507052005,57290220.7841274,-17671174.8217332,0
"n8Ring",-398495955319556,20992960.2600366,-18982361.2479349,0
"n9Ring",-205657094994305,7797886.22202095,-26373441.3581897,0
"n12Ring",-96399240032104.3,5566402.81373023,-17318049.6018584,0
"nG12Ring",-398826584411475,31875522.7505955,-12512001.3727155,0
"nFRing",-51984641087542,3023081.06458802,-17195913.6976125,0
"nF6Ring",63380526307140.6,6682354.87384366,9484759.11616535,0
"nF7Ring",427894389855370,3722729.85767282,114941026.132597,0
"nF8Ring",416328844334860,5727305.03266096,72691927.8719522,0
"nF9Ring",225644398946459,4018068.36276152,56157431.5254753,0
"nF10Ring",113406870345560,6011927.50274021,18863645.6933104,0
"nF11Ring",104903126975718,2576135.35491632,40721123.9019409,0
"nF12Ring",-68253843140044.2,2330417.82773947,-29288242.7895993,0
"nHeteroRing",449363841234089,9534942.79291805,47128110.8857673,0
"n3HeteroRing",-138289744346153,1782935.27241716,-77562963.9985027,0
"n6HeteroRing",20462793422426.5,7497665.47331779,2729221.98186197,0
"n8HeteroRing",17225863652924.8,2227130.40854378,7734555.45613427,0
"nF6HeteroRing",375605373674320,2878559.26625566,130483807.673307,0
"nF7HeteroRing",-327348049788924,5248940.03070226,-62364600.8287749,0
"nF8HeteroRing",-250578128147967,4959182.05767548,-50528116.3776069,0
"nF10HeteroRing",33175241971753.7,3637873.75147271,9119404.4208718,0
"nT7HeteroRing",246015414500608,5734323.14760203,42902258.5871335,0
"nRotB",457910123060330,20074388.6609015,22810663.4177205,0
"RotBFrac",-418536152499447,32713992.1022645,-12793796.3422836,0
"RotBtFrac",115868166178014,42988974.8765222,2695299.58578504,0
"LipinskiFailures",50369381548011.3,2544539.43516944,19795087.8071801,0
"JGI2",273636167030536,6732458.70472585,40644314.2144276,0
"JGI3",-170487709465547,5183357.69140854,-32891364.9444127,0
"JGI4",66087158891455.3,3972831.95873418,16634773.2745565,0
"JGI5",-139777928105747,3484305.76033332,-40116435.7322004,0
"JGI6",11427856302598.6,3020412.71856298,3783541.31286919,0
"JGI7",140603719989187,2593282.8938639,54218427.2768223,0
"JGI8",-114606648414033,2203138.17994909,-52019727.7942328,0
"JGI9",34315897420677.8,2119197.21652644,16192875.8461304,0
"JGI10",44794068202690,2033433.52546734,22028784.1435067,0
"VE1_D",-164438223216161,9042236.47676602,-18185569.8685479,0
"VE2_D",104476060456154,8326115.29140776,12547995.8899884,0
"VR1_D",596905624309806,10941902.7344429,54552269.2713095,0
"VR2_D",-454854726713643,9796210.79856891,-46431700.5897924,0
"SRW5",-11620935417997.1,4316940.13089981,-2691938.05464586,0
"XLogP",-353844037254872,7741262.31756388,-45708829.224408,0
