"","Estimate","Std. Error","z value","Pr(>|z|)"
"MINssO",286394059756793,3879179.81571277,73828508.4379803,0
"AETA_alpha",433374437227567936,6389361931.11379,67827498.5671414,0
"ETA_shape_y",1195330468985146,44531825.5246227,26842161.8674541,0
"ETA_shape_x",1271000176883486,63891674.8623671,19893048.3450532,0
"AETA_beta_s",-464414387491950,33278485.8026078,-13955394.1921107,0
"ETA_beta_ns_d",29683798023835.5,23433335.5084471,1266733.79524376,0
"AETA_beta_ns_d",-34105727430990.4,9894469.01676844,-3446948.73198253,0
"AETA_eta",3055232539367900,49148521.8775852,62163263.9731791,0
"AETA_eta_RL",2369124077123694,72337310.3885292,32751066.6957197,0
"AETA_eta_F",1033207885338776,47108313.1405053,21932602.0496028,0
"ETA_dAlpha_A",-280736212833938144,4145188099.87325,-67725807.869255,0
"ETA_dAlpha_B",275447326533909824,4056847281.89158,67896893.1769789,0
"ETA_epsilon_3",-1560748583354405,66946736.4191554,-23313288.5460243,0
"ETA_epsilon_5",3054330814601690,151461138.292283,20165772.2174752,0
"ETA_dEpsilon_D",1664521145701594,88844093.7761504,18735304.4524882,0
"ETA_dBeta",-1588145063664694,183786482.190214,-8641250.67708193,0
"ETA_psi_1",1035497347179192,93358633.2487155,11091607.8261401,0
"ETA_dPsi_B",-589064627204701,63099140.0665897,-9335541.28603099,0
"fMF",-505021533212398,9918677.27923395,-50916217.8579725,0
"nHBAcc",1333886072341532,14807812.7316664,90079885.2952146,0
"IC0",-3975628305843341,52545106.2456,-75661247.8288832,0
"IC1",1605567956601508,70925787.096093,22637294.8731076,0
"IC2",-2302996677690904,99591872.4870989,-23124343.5852583,0
"IC3",1099606767155150,79336424.1653704,13860049.5134884,0
"SIC0",5161436850418870,72276117.0950121,71412757.8773192,0
"SIC1",-1941699500066632,76798236.4593846,-25283126.1443551,0
"SIC2",2010770302238370,82561316.5149521,24354872.077097,0
"SIC3",-1132255219545704,53614326.2265391,-21118519.9784388,0
"MIC1",-977843401772790,29089628.7095467,-33614846.4298508,0
"ZMIC1",-1669828697117726,23409414.7287157,-71331501.2984664,0
"Kier3",964351558498355,15100159.4998196,63863667.036754,0
"FilterItLogS",-2542235102626094,31868226.5977827,-79773347.1244672,0
"PEOE_VSA1",3590683414579661,30343176.1679413,118335779.837489,0
"PEOE_VSA2",1840273861132969,15736262.8363851,116944784.175689,0
"PEOE_VSA3",1462180365839538,13309270.2905388,109861798.124196,0
"PEOE_VSA4",675407593443646,10138265.7839498,66619637.7010462,0
"PEOE_VSA5",791814988541003,10244331.519387,77292987.5456029,0
"PEOE_VSA6",1715642571103480,34040034.8406386,50400728.9985281,0
"PEOE_VSA7",1712858908299055,34726952.9125174,49323616.5180979,0
"PEOE_VSA8",1049383537609120,22590770.3434264,46451870.4610919,0
"PEOE_VSA9",911668725566788,17607328.8176999,51777798.609084,0
"PEOE_VSA10",704527182919544,12003578.3960156,58693096.3147955,0
"PEOE_VSA11",456728586254644,7320123.16784969,62393565.7613818,0
"PEOE_VSA12",189887551283963,5007368.44940395,37921625.5409699,0
"PEOE_VSA13",261310696422909,3806874.87433652,68641787.5681956,0
"SMR_VSA2",21669506720407936,368133876.131062,58863115.0931984,0
"SMR_VSA3",228911154541610,12386513.4392185,18480677.0415981,0
"SMR_VSA4",-638974884904567,6914735.01572602,-92407718.2207795,0
"SMR_VSA6",102706850464506,12520949.9931503,8202800.14860635,0
"SMR_VSA9",-637232645933832,13987958.4041984,-45555800.7480613,0
"SlogP_VSA1",-534790093180687,22026174.4833472,-24279753.7804404,0
"SlogP_VSA2",-1596181162424708,54721010.1601447,-29169438.9002209,0
"SlogP_VSA3",-420277623276030,18224818.8894514,-23060729.7567873,0
"SlogP_VSA4",-785335791724076,14785225.5824712,-53116253.6103026,0
"SlogP_VSA5",-1944306583283348,34259271.7400492,-56752712.0259958,0
"SlogP_VSA8",303180660626394,8021636.10103422,37795364.5375792,0
"SlogP_VSA10",74485173289073.5,12491818.4488412,5962716.6048017,0
"SlogP_VSA11",122748891573350,11019560.439863,11139182.2063346,0
"EState_VSA1",3181958033965102,39849256.2255644,79849872.6288344,0
"EState_VSA2",1673429949731455,21405112.7122339,78178983.3218222,0
"EState_VSA3",1906687275931550,24310359.4112002,78431060.7540055,0
"EState_VSA4",2375309516517811,29922854.0285925,79381114.9915081,0
"EState_VSA5",1694423351464093,23523904.7699869,72029850.8275689,0
"EState_VSA6",1789659977227454,24015432.8274432,74521245.9873865,0
"EState_VSA7",2220407013727463,31813921.0756151,69793566.4217566,0
"EState_VSA8",1946939995578919,28881690.1738285,67410874.6358329,0
"EState_VSA9",337954966295652,11847763.5700827,28524789.8724985,0
"VSA_EState1",-1575659079444604,79135369.2927556,-19910933.5500232,0
"VSA_EState2",-501763925795732,65192610.4138319,-7696638.04855517,0
"VSA_EState3",122211030315769,48835504.5895649,2502503.68748894,0
"VSA_EState4",-81390265331053.4,11776408.8119144,-6911297.54672827,0
"VSA_EState5",-175567489062950,6545932.40905734,-26820852.7206948,0
"VSA_EState7",428467978414708,10710978.7050655,40002691.650584,0
"VSA_EState8",314778847019579,13964700.9528107,22541037.4402771,0
"VSA_EState9",405430774922632,14601744.6680534,27765913.193213,0
"MDEC.11",-115136249573955,5002327.70197967,-23016534.7880727,0
"MDEC.12",-454227022472434,4757508.02939146,-95475828.8722288,0
"MDEC.13",103618845143689,5702255.67570614,18171553.6862274,0
"MDEC.22",-21572389111579.4,5137234.68557328,-4199222.03907881,0
"MDEC.23",335011593840465,4980363.12653533,67266499.5159743,0
"MDEC.33",190609342551981,5307060.36320974,35916181.3710179,0
"MDEO.11",115644933626847,5490649.22834505,21062160.1958907,0
"AMID_h",-2621185933733212,156788968.53814,-16717923.1942941,0
"AMID_N",-3619555875107184,97134606.8856098,-37263298.7475796,0
"AMID_O",-3550026798674500,82650059.2620099,-42952501.5513966,0
"AMID_X",-3746530517930536,58442568.9938402,-64106191.4702179,0
"nRing",-1513200150458596,596667181.997245,-2536087.44726567,0
"n4Ring",197036715791501,61899974.6879905,3183146.95255811,0
"n5Ring",1434888645305189,324864727.742952,4416880.38979886,0
"n6Ring",2791847602162428,494099258.479719,5650378.04499564,0
"n7Ring",238433308865422,87164173.0146536,2735450.82364675,0
"n8Ring",-8503861446820.07,29750721.2508849,-285837.152488097,0
"n9Ring",-81791303152347.6,7836233.47813194,-10437578.6378235,0
"n10Ring",-47816230476219.7,21784463.1416795,-2194969.42225463,0
"n12Ring",66891163490933.8,2130842.69785006,31391882.4502739,0
"nG12Ring",-498253813553266,79247480.5330599,-6287314.24900516,0
"nHRing",2146625068033044,21405220.2647566,100285119.306501,0
"n3HRing",-705567299039735,11048621.0002242,-63860213.7792055,0
"n6HRing",-1336384801708382,15346555.076217,-87080442.1625163,0
"n8HRing",19261755371677.7,2161532.74456711,8911155.94713569,0
"n5aRing",5708263662822330,90640174.6220488,62977191.809533,0
"n6aRing",13003923299330324,169669640.301725,76642605.4549614,0
"n7aRing",301054381687638,3994776.79259774,75362003.2652355,0
"nG12aRing",639528699958702,7602577.10164856,84119988.7101474,0
"naHRing",-325784390686557,8645888.00097353,-37680847.8955399,0
"n5AHRing",-802613354237837,10010224.4953173,-80179356.0787064,0
"nFRing",-163142052318255,9402816.18047766,-17350339.4288377,0
"n6FRing",-24634519246257,2508186.24889321,-9821646.72066419,0
"n7FRing",222471577535643,3403391.90554864,65367604.9393377,0
"n8FRing",403145898784736,4366059.71513192,92336322.7001935,0
"n9FRing",732084624320421,7906394.84265741,92593987.3848193,0
"n10FRing",-63176023701314.4,7227470.14924296,-8741097.8387689,0
"n11FRing",292859650232039,2464327.07847159,118839602.417417,0
"n12FRing",12951938862861.4,1776091.77951142,7292381.51556804,0
"nFHRing",-446550548012208,29127686.5120698,-15330793.533059,0
"n6FHRing",214488477053750,2237922.40576845,95842678.2362453,0
"n10FHRing",527874551529611,8130432.64845706,64925764.0218921,0
"nG12FHRing",700089708832080,6233267.05151376,112315051.328029,0
"nFaRing",-666731863647573,20385915.5071769,-32705514.9136103,0
"n8FaRing",18729134394308.2,2227232.34907149,8409151.56522228,0
"n9FaRing",456615641081107,6454803.36594097,70740441.682617,0
"n10FaRing",460335079967898,12817412.5231195,35914821.2743848,0
"n12FaRing",-1107150772650.96,1674048.21956271,-661361.339364623,0
"n10FaHRing",-124314995600111,12049521.5838586,-10317006.7570684,0
"nFAHRing",-404301527241644,23594893.8000474,-17135128.0776196,0
"nRot",-882320368048724,14938386.7888246,-59063965.9102139,0
"RotRatio",439421722663875,11106040.2605341,39566012.0398972,0
"SLogP",-387083470974889,37417815.1772564,-10344897.7216118,0
"TopoPSA.NO.",151940818866857504,2833132246.43878,53629977.5832369,0
"JGI2",-7603328503662.41,7411080.14378432,-1025940.66669746,0
"JGI3",109746102320694,6074871.54338759,18065584.0270649,0
"JGI4",-75832350771309.4,4218219.2765246,-17977337.3075541,0
"JGI5",-31566443193253.3,3576212.84678417,-8826779.76553848,0
"JGI6",-30671511576761.9,3418964.57706996,-8970994.25436202,0
"JGI7",216564076919632,3022503.21197049,71650569.6542981,0
"JGI8",-203804515365193,2416576.49423128,-84336049.7181464,0
"JGI9",167265362282004,2180096.65599278,76723828.6532915,0
"JGI10",-36120241188136.6,2035159.49109554,-17748113.2786761,0
"TopoShapeIndex",-13856122902741.2,1810836.88512035,-7651778.58734653,0
"SRW05",954691248280897,15949813.6582206,59855949.9652115,0
"TSRW10",-1240026240845716,27183634.4491396,-45616646.4114943,0
