"","x"
"1",0.064131620293076
"2",0.877471899492282
"3",0.513235310153476
"4",0.998782806999729
"5",0.483853566268073
"6",0.944284322230099
"7",0.993427274696794
"8",0.00338646647442865
"9",0.408653903885287
"10",0.150712606922259
"11",0.890575639105707
"12",0.77677446520252
"13",0.871591776450251
"14",0.477527627856458
"15",0.643810159204803
"16",0.962403021297669
"17",0.110287070916118
"18",0.0446696355623764
"19",0.221079458145177
"20",0.58865358445561
"21",0.286175242604268
"22",0.598014180292062
"23",0.144098149430277
"24",0.837963360417508
"25",0.0217600247945501
"26",0.598341759805778
"27",0.634587024685417
"28",0.0927974362502646
"29",0.308869409791874
"30",0.601830599443731
"31",0.884379754915518
"32",0.6893587149317
"33",0.950832938528309
"34",0.933495777065256
"35",0.949693286941625
"36",0.0166156221253237
"37",0.992892800576555
"38",0.399833154059076
"39",0.0266083476404664
"40",0.0616923173800112
"41",0.0293528167393825
"42",0.820831645451568
"43",0.355067812715459
"44",0.204785891811786
"45",0.820852780734498
"46",0.782678527998591
"47",0.681735328848442
"48",0.919350493659242
"49",0.875998231938445
"50",0.93322077988193
"51",0.703864968464397
"52",0.577487077258464
"53",0.889441943911138
"54",0.00262044121512694
"55",0.129184103735454
"56",0.975858768249813
"57",0.999999999817523
"58",0.304972275776157
"59",0.347001207637363
"60",0.595060616256659
"61",0.74697327750566
"62",0.834004074640191
"63",0.24320092331128
"64",0.282650680111946
"65",0.973370860027948
"66",0.868711617269083
"67",0.798262386689346
"68",0.0452261229907968
"69",0.464796031708676
"70",0.856207517303637
"71",0.757701026870377
"72",0.172268964147278
"73",0.150122899199129
"74",0.696791868834971
"75",0.00177211052024405
"76",0.00245349275210671
"77",0.106204353338156
"78",0.752492617073172
"79",0.845508069751618
"80",0.810705030753481
"81",0.306866016633238
"82",0.928303825349435
"83",0.498370129601691
"84",0.517262647231994
"85",0.317291311206248
"86",0.926582967635319
"87",0.999965696568489
"88",0.746288010072292
"89",0.999999998937415
"90",0.000736343725094431
"91",0.230185761485476
"92",0.698796131372707
"93",0.00066367731511443
"94",0.198082568561609
"95",0.585877002891217
"96",0.00197564059648889
"97",0.888256238658029
"98",0.637755600788968
"99",0.559828455971355
"100",0.518588830533077
"101",0.493457041890698
"102",0.693517122053912
"103",0.318680697515804
"104",0.805746436599479
"105",0.228610943988634
"106",0.784180409544254
"107",0.746587996477597
"108",0.00202495945936143
"109",0.299412235070918
"110",0.973318070245828
"111",0.330086225657194
"112",0.574998347101904
"113",0.847413331139276
"114",0.677769598082749
"115",0.0643361345647191
"116",0.962095571123133
"117",0.624644588990011
"118",0.895964330319351
"119",0.860097541115508
"120",0.245602452224236
"121",0.627786851169511
"122",0.498422470110051
"123",0.518980506474851
"124",0.495149727511626
"125",0.747412641602587
"126",0.39779216380904
"127",0.89379620275338
"128",0.237065188542965
"129",0.646207768754352
"130",0.0383501243406662
"131",0.436661285030059
"132",0.521273141929426
"133",0.455405607265522
"134",1.1702264934719e-09
"135",0.0513955114685429
"136",0.692412620272472
"137",0.668163364145748
"138",0.536874924003118
"139",0.438385379181442
"140",0.315019042703764
"141",0.193498965688659
"142",0.593660439204756
"143",0.939874826651942
"144",0.567856190393354
"145",0.725323097414138
"146",0.812948967722874
"147",0.648972212052403
"148",0.794800164652513
"149",0.184281836998988
"150",0.778821196314462
"151",0.585913306689305
"152",0.345575795468411
"153",0.64499942781932
"154",0.00650891101556553
"155",0.0753193472294011
"156",0.248712101641185
"157",0.443243047090426
"158",0.865168887955291
"159",0.316459309179938
"160",0.923685788711987
"161",0.90318704293145
"162",0.00432944790870878
"163",0.289508562558186
"164",0.831541304649491
"165",0.177600906225852
"166",0.462138955137868
"167",0.588088391960955
"168",0.425949452022233
"169",0.797401136352031
"170",0.759493853539908
"171",0.995045267287426
"172",0.419873289253569
"173",0.672722923317194
"174",0.309715334598623
"175",0.514961444507351
"176",0.00328275835066539
"177",0.9843664312841
"178",0.555089249832568
"179",0.191914241233623
"180",0.960242323867784
"181",0.643615623350507
"182",0.499157336444484
"183",0.564820880242742
"184",0.425606146047885
"185",0.600244069804886
"186",0.0445742272189072
"187",0.0927379670460779
"188",0.0910911311840351
"189",0.97810555859317
"190",0.873650423520832
"191",0.99999999925755
"192",0.198261786871329
"193",0.239801837789459
"194",0.971893568086457
"195",0.667331708620106
"196",0.57703649899097
"197",0.739403776994504
"198",0.140656734225376
"199",0.590942957024339
"200",0.953630659717871
"201",0.987088995311721
"202",0.931624457912768
"203",0.682906087092928
"204",0.556669555862534
"205",0.811940089709033
"206",0.0580852102157813
"207",0.636899169729737
"208",0.000886098286101675
"209",0.0106061801179723
"210",0.967009653975998
"211",0.738172557072947
"212",0.768088912432187
"213",0.219966528040566
"214",0.995823019120912
"215",0.416578920737687
"216",0.000659476143831091
"217",0.279881579379942
"218",0.0386572128623641
"219",0.139641879008424
"220",0.652649077877002
"221",0.704370605870782
"222",0.980495601651341
"223",0.869770899580877
"224",0.250905846112314
"225",0.00132522017460214
"226",0.51568299743517
"227",0.892357806426033
"228",0.19833439001078
"229",0.650361823764439
"230",0.673733177245418
"231",0.705670161559319
"232",0.43671878408737
"233",0.280253772823728
"234",0.470865927511574
"235",0.628311218307295
"236",0.0551630961657836
"237",0.468551622734944
"238",0.301248969802754
"239",0.711742947037889
"240",0.812644670378479
"241",0.539135642679757
"242",0.833535038455839
"243",0.640644006713226
"244",0.583767831623944
"245",0.705227520902908
"246",0.0868393439084618
"247",0.639426841377812
"248",0.391861983075375
"249",0.755128898996812
"250",0.250191844573948
"251",0.807830971648506
"252",0.000352105614839202
"253",0.489840152462943
"254",0.541830586579736
"255",0.809049603312654
"256",0.813374375288164
"257",0.147487562234739
"258",0.905026359587716
"259",0.409860203552647
"260",0.582526713346719
"261",0.684562097475182
"262",0.295290079724512
"263",0.958927494116735
"264",0.643850247093753
"265",0.875625092006127
"266",0.764386060519342
"267",0.133155221687418
"268",0.258741997349211
"269",0.980188453466626
"270",0.959965849041398
"271",0.53557951399143
"272",0.10581765271515
"273",0.00355878328819636
"274",0.805707161665084
"275",0.547936361245244
"276",0.540915595706723
"277",0.199242264919563
"278",0.682606361275049
"279",0.287148411886788
"280",0.907586371374316
"281",0.555916644752039
"282",0.322511218436662
"283",0.932673581594149
"284",0.915949134670582
"285",0.802564749808476
"286",0.278558501779334
"287",0.565808784781658
"288",0.692742581089866
"289",0.086767354901808
"290",0.257276665845833
"291",0.967022422367114
"292",0.0885669754825088
"293",0.933258447212479
"294",0.48613253976579
"295",0.914918576396607
"296",0.750457735113474
"297",0.433530142467002
"298",0.511154175054022
"299",0.941697104864808
"300",0.33573575415461
"301",0.987981419053451
"302",0.258352819425562
"303",0.910320301978568
"304",0.622661409761556
"305",0.60068940116027
"306",0.974721638845439
"307",0.792900466167314
"308",0.925957154952903
"309",0.815509421226406
"310",0.512168006956654
"311",0.150801374641935
"312",0.630990608457375
"313",0.199239747986211
"314",0.94179231948771
"315",0.0498011151179399
"316",0.102217991205079
"317",0.853578423305147
"318",0.622901182852129
"319",0.999999999570796
"320",0.0202979501997329
"321",0.650472992178725
"322",0.999999999238216
"323",0.493233892736798
"324",0.999999999025829
"325",0.0233096127304784
"326",0.742192754397221
"327",0.971438244247172
"328",0.802985467342539
"329",0.66457754379912
"330",0.680700678406829
"331",0.741897928275849
"332",0.00383143666985235
"333",0.00191214103544635
"334",0.819073207648055
"335",0.00232246118682401
"336",0.203053473881522
"337",0.310359897298442
"338",0.856591217249639
"339",0.680630056661656
"340",0.025185696021528
"341",0.2118924363136
"342",0.651743493889195
"343",0.0455648597590906
"344",0.117948074464306
"345",0.399407092154186
"346",0.629045953977291
"347",0.25843519471119
"348",0.326262877787032
"349",0.0289744082299419
"350",0.845554534792883
"351",0.976009023231438
"352",0.999999998023056
"353",0.97646867867826
"354",0.44247608210801
"355",0.763258267157896
"356",0.186577058964357
"357",0.0755592778925764
"358",0.112720395269796
"359",0.310824340875857
"360",0.189661425105381
"361",0.303502023650218
"362",0.993862064987915
"363",0.999999997805718
"364",0.185366461562361
"365",0.337202782232114
"366",0.347209808123301
"367",0.29415373459133
"368",0.0607490890678354
"369",0.827931257091224
"370",0.810818721282419
"371",0.807542535378558
"372",0.227719310869217
"373",0.173411359739774
"374",0.804327752891535
"375",0.662323605073054
"376",0.328830163141005
"377",0.802119703078128
"378",0.809276362767587
"379",0.596012233465874
"380",0.720465095179285
"381",0.30305737071924
"382",0.949824898263406
"383",0.16806846563361
"384",0.035570246925016
"385",0.702944190586608
"386",0.854100550766269
"387",0.996028695249434
"388",0.242963754213001
"389",0.0685280389031766
"390",0.792941282540002
"391",0.234776022335185
"392",0.412584021643562
"393",0.00416728915787513
"394",0.575247128162436
"395",0.278900971815204
"396",0.593959236238828
"397",0.511091036976832
"398",0.250687771675097
"399",0.973134742753215
"400",0.632400081963848
"401",0.842324657461622
"402",0.943949798837059
"403",0.945776441371169
"404",0.785276852357807
"405",0.983489813604802
"406",0.919479468180583
"407",0.492504592051939
"408",0.287803470945243
"409",0.734619842571204
"410",0.596894176181175
"411",0.513058723992132
"412",0.255803100910959
"413",0.00201711365085905
"414",0.664653737348891
"415",0.265781866821645
"416",0.00795242886709237
"417",0.0957856881565404
"418",0.916459380724997
"419",0.940425420289378
"420",0.562574097888344
"421",0.594164613762164
"422",0.723985843254485
"423",0.986490121768259
"424",0.755032444318514
"425",0.00698899477070123
"426",0.671430215505067
"427",0.462313205967256
"428",0.00667948044558085
"429",0.650311393699271
"430",0.714836703978768
"431",0.863290604859016
"432",0.359160554807777
"433",0.92164629772318
"434",0.859910828813195
"435",0.426919809353602
"436",0.444679244812295
"437",0.654781305901526
"438",0.747003253148143
"439",0.328858982967558
"440",0.390533358724485
"441",0.479742465806202
"442",0.955779565565625
"443",0.355416535213769
"444",0.517424997114028
"445",0.638757425258349
"446",0.128601334325322
"447",0.54193088832047
"448",0.185823856160093
"449",0.006983668501532
"450",0.400178057609274
"451",0.865749811662661
"452",0.140468989205707
"453",0.0108902384338895
"454",0.405549990764025
"455",0.465221147038657
"456",0.0079901537999279
"457",0.0947231849984109
"458",0.781283870246288
"459",0.598410634555772
"460",0.367452680114787
"461",0.320963980151782
"462",0.0235518156933514
"463",0.297227105723121
"464",0.524397467340184
"465",0.230332164847086
"466",0.690137728065554
"467",0.0924055280455776
"468",0.65009528257492
"469",0.226201125130452
"470",0.165790200401999
"471",0.0745377745839811
"472",0.018122908793599
"473",0.322577110339155
"474",0.69125248612838
"475",0.700443022679512
"476",0.232529148527716
"477",0.508995508179021
"478",0.939500904506542
"479",0.224128634727288
"480",0.519754062391591
"481",0.26761161612891
"482",0.546311585517573
"483",0.801709502030868
"484",0.338525111861662
"485",0.00936965373833554
"486",0.487775070053398
"487",0.505505401493099
"488",0.539705131500913
"489",0.988775690967879
"490",0.161422494466341
"491",0.00901881680825844
"492",0.000166811431327432
"493",0.104314750212316
"494",0.388990543335907
"495",0.999999999412929
"496",0.00435867777851354
"497",0.469009239036013
"498",0.289698039820082
"499",0.0292831537034692
"500",0.130784693026157
"501",0.34779402263368
"502",0.645896431328385
"503",0.000631699202254673
"504",0.498948511974455
"505",0.714582827411946
"506",0.580469627880356
"507",0.313731791045622
"508",0.540354814302493
"509",0.873908879219794
"510",0.485404341655301
"511",0.00184433678334134
"512",0.943529332936685
"513",0.000641223587997353
"514",0.320403718861922
"515",0.000462275962017433
