parent_smiles,ring_fragment
O=C1C[C@H](c2cc(F)ccc2F)c2ncn(-c3ccccc3F)c2N1,C[C@H]1CC(=O)Nc2c1ncn2C
O=C1C[C@H](c2cc(F)ccc2F)c2ncn(-c3ccccc3F)c2N1,Nc1ccccc1F
O=C(Nc1ccc(N2CCCC2)cc1)c1cccc2ccccc12,Nc1ccc(N)cc1
O=C(Nc1ccc(N2CCCC2)cc1)c1cccc2ccccc12,CN1CCCC1
O=C(Nc1ccc(N2CCCC2)cc1)c1cccc2ccccc12,Cc1cccc2ccccc12
CCOC(=O)/C(=N\Nc1ccccc1Cl)C1=NC(=O)/C(=N/Nc2ccccc2Cl)S1,Nc1ccccc1Cl
CCOC(=O)/C(=N\Nc1ccccc1Cl)C1=NC(=O)/C(=N/Nc2ccccc2Cl)S1,CC1=NC(=O)C(=N)S1
CCOC(=O)/C(=N\Nc1ccccc1Cl)C1=NC(=O)/C(=N/Nc2ccccc2Cl)S1,Nc1ccccc1Cl
CCCS(=O)(=O)c1ccccc1C(=O)Nc1ccccc1C(=O)OCC,Cc1ccccc1S
CCCS(=O)(=O)c1ccccc1C(=O)Nc1ccccc1C(=O)OCC,Cc1ccccc1N
C=CC[N@]1C[C@@H](C)N(C(=O)c2cnc(NC)nc2)C[C@H]1C,C[C@@H]1CN(C)[C@H](C)CN1C
C=CC[N@]1C[C@@H](C)N(C(=O)c2cnc(NC)nc2)C[C@H]1C,Cc1cnc(N)nc1
Cc1ccc(-n2nnnc2SCc2c(C)noc2C)cc1C,Cc1ccc(N)cc1C
Cc1ccc(-n2nnnc2SCc2c(C)noc2C)cc1C,Cn1nnnc1S
Cc1ccc(-n2nnnc2SCc2c(C)noc2C)cc1C,Cc1noc(C)c1C
C[C@@H]1C[C@@H](N[C@@H](C)CCn2cncn2)C(=O)N1c1ccccc1,C[C@@H]1C[C@@H](N)C(=O)N1C
C[C@@H]1C[C@@H](N[C@@H](C)CCn2cncn2)C(=O)N1c1ccccc1,Cn1cncn1
C[C@@H]1C[C@@H](N[C@@H](C)CCn2cncn2)C(=O)N1c1ccccc1,Nc1ccccc1
O=C(Nc1nnc(Cc2ccccc2)s1)C1CCN(C(=O)c2ccccc2Cl)CC1,Cc1nnc(N)s1
O=C(Nc1nnc(Cc2ccccc2)s1)C1CCN(C(=O)c2ccccc2Cl)CC1,Cc1ccccc1
O=C(Nc1nnc(Cc2ccccc2)s1)C1CCN(C(=O)c2ccccc2Cl)CC1,CC1CCN(C)CC1
O=C(Nc1nnc(Cc2ccccc2)s1)C1CCN(C(=O)c2ccccc2Cl)CC1,Cc1ccccc1Cl
Cc1csc([C@H]2CCCCN2C(=O)c2nccnc2N)n1,Cc1csc(C)n1
Cc1csc([C@H]2CCCCN2C(=O)c2nccnc2N)n1,C[C@H]1CCCCN1C
Cc1csc([C@H]2CCCCN2C(=O)c2nccnc2N)n1,Cc1nccnc1N
CN1CCN(C(=O)[C@@H]2C=c3ccccc3=N2)CC1,CN1CCN(C)CC1
CN1CCN(C(=O)[C@@H]2C=c3ccccc3=N2)CC1,C[C@@H]1C=c2ccccc2=N1
CC(=O)N[C@@H]1CCC[N@](Cn2ccc(=S)c3ccccc32)C1,CN1CCC[C@@H](N)C1
CC(=O)N[C@@H]1CCC[N@](Cn2ccc(=S)c3ccccc32)C1,Cn1ccc(=S)c2ccccc21
CCCOc1cc(CNC2CCN(CCC)CC2)ccc1OC,Cc1ccc(O)c(O)c1
CCCOc1cc(CNC2CCN(CCC)CC2)ccc1OC,CN1CCC(N)CC1
COCCn1cc(C(=O)N2CCN(Cc3ccccn3)CC2)c2nn(-c3ccccc3)c(=O)c-2c1,CN1CCN(C)CC1
COCCn1cc(C(=O)N2CCN(Cc3ccccn3)CC2)c2nn(-c3ccccc3)c(=O)c-2c1,Cc1ccccn1
COCCn1cc(C(=O)N2CCN(Cc3ccccn3)CC2)c2nn(-c3ccccc3)c(=O)c-2c1,Cc1cn(C)cc2c(=O)n(C)nc1-2
COCCn1cc(C(=O)N2CCN(Cc3ccccn3)CC2)c2nn(-c3ccccc3)c(=O)c-2c1,Nc1ccccc1
Cc1cc(C)n(-c2nc3ccc(-c4nc5cc(C(C)C)ccc5o4)cc3s2)n1,Cc1cc(C)n(C)n1
Cc1cc(C)n(-c2nc3ccc(-c4nc5cc(C(C)C)ccc5o4)cc3s2)n1,Cc1ccc2nc(N)sc2c1
Cc1cc(C)n(-c2nc3ccc(-c4nc5cc(C(C)C)ccc5o4)cc3s2)n1,Cc1ccc2oc(C)nc2c1
COc1cc(/C=N\NC(=O)c2nnn(-c3nonc3N)c2C[N@@]2CCCC[C@@H]2C)cc([N+](=O)[O-])c1O,Cc1cc([N+])c(O)c(O)c1
COc1cc(/C=N\NC(=O)c2nnn(-c3nonc3N)c2C[N@@]2CCCC[C@@H]2C)cc([N+](=O)[O-])c1O,Cc1nnn(C)c1C
COc1cc(/C=N\NC(=O)c2nnn(-c3nonc3N)c2C[N@@]2CCCC[C@@H]2C)cc([N+](=O)[O-])c1O,Nc1nonc1N
COc1cc(/C=N\NC(=O)c2nnn(-c3nonc3N)c2C[N@@]2CCCC[C@@H]2C)cc([N+](=O)[O-])c1O,C[C@H]1CCCCN1C
COC(=O)c1n[nH]c2ccc(NC(=O)c3cc(Cl)c[nH]3)cc12,Cc1n[nH]c2ccc(N)cc12
COC(=O)c1n[nH]c2ccc(NC(=O)c3cc(Cl)c[nH]3)cc12,Cc1cc(Cl)c[nH]1
CCN(C(=O)[C@H](C)SC)C1CCCCC1,NC1CCCCC1
CSc1ccc2nc(N(C[C@H]3CCCO3)C(=O)c3ccc4c(c3)OCCO4)sc2c1,Nc1nc2ccc(S)cc2s1
CSc1ccc2nc(N(C[C@H]3CCCO3)C(=O)c3ccc4c(c3)OCCO4)sc2c1,C[C@H]1CCCO1
CSc1ccc2nc(N(C[C@H]3CCCO3)C(=O)c3ccc4c(c3)OCCO4)sc2c1,Cc1ccc2c(c1)OCCO2
COc1ccc(CN2CCN([C@@H](C)C(=O)NCC(F)(F)F)CC2)cc1F,Cc1ccc(O)c(F)c1
COc1ccc(CN2CCN([C@@H](C)C(=O)NCC(F)(F)F)CC2)cc1F,CN1CCN(C)CC1
CCN1C[C@H](C(=O)Oc2ccc(Oc3ccccn3)cc2)CC1=O,C[C@@H]1CC(=O)N(C)C1
CCN1C[C@H](C(=O)Oc2ccc(Oc3ccccn3)cc2)CC1=O,Oc1ccc(O)cc1
CCN1C[C@H](C(=O)Oc2ccc(Oc3ccccn3)cc2)CC1=O,Oc1ccccn1
O=C(/C=C/c1ccc(OC(F)F)cc1)NCc1ccc(S(=O)(=O)N2CCOCC2)s1,Cc1ccc(O)cc1
O=C(/C=C/c1ccc(OC(F)F)cc1)NCc1ccc(S(=O)(=O)N2CCOCC2)s1,Cc1ccc(S)s1
O=C(/C=C/c1ccc(OC(F)F)cc1)NCc1ccc(S(=O)(=O)N2CCOCC2)s1,SN1CCOCC1
O=C(c1ccc(NC(=O)C2(c3cccc(F)c3)CCC2)cc1)N1CCCCCC1,Cc1ccc(N)cc1
O=C(c1ccc(NC(=O)C2(c3cccc(F)c3)CCC2)cc1)N1CCCCCC1,Cc1cccc(F)c1
O=C(c1ccc(NC(=O)C2(c3cccc(F)c3)CCC2)cc1)N1CCCCCC1,CC1(C)CCC1
O=C(c1ccc(NC(=O)C2(c3cccc(F)c3)CCC2)cc1)N1CCCCCC1,CN1CCCCCC1
C[C@H](c1ccccc1F)S(=O)(=O)Cc1nc(C2CC2)no1,Cc1ccccc1F
C[C@H](c1ccccc1F)S(=O)(=O)Cc1nc(C2CC2)no1,Cc1noc(C)n1
C[C@H](c1ccccc1F)S(=O)(=O)Cc1nc(C2CC2)no1,CC1CC1
Cc1cc(F)c2c(c1)CCCN2CC(=O)N1CCN(c2ccccc2F)CC1,Cc1cc(F)c2c(c1)CCCN2C
Cc1cc(F)c2c(c1)CCCN2CC(=O)N1CCN(c2ccccc2F)CC1,CN1CCN(C)CC1
Cc1cc(F)c2c(c1)CCCN2CC(=O)N1CCN(c2ccccc2F)CC1,Nc1ccccc1F
COc1ccccc1C(=O)N(C)[C@H](C)c1ccc(C)cc1,Cc1ccccc1O
COc1ccccc1C(=O)N(C)[C@H](C)c1ccc(C)cc1,Cc1ccc(C)cc1
Cc1ccc(OCc2nnc(SCC(=O)Nc3cc(Cl)ccc3C)n2C)cc1,Cc1ccc(O)cc1
Cc1ccc(OCc2nnc(SCC(=O)Nc3cc(Cl)ccc3C)n2C)cc1,Cc1nnc(S)n1C
Cc1ccc(OCc2nnc(SCC(=O)Nc3cc(Cl)ccc3C)n2C)cc1,Cc1ccc(Cl)cc1N
O=C(OCC(=O)N1CCc2ccccc2C1)c1cc([N+](=O)[O-])ccc1NCc1ccccc1,CN1CCc2ccccc2C1
O=C(OCC(=O)N1CCc2ccccc2C1)c1cc([N+](=O)[O-])ccc1NCc1ccccc1,Cc1cc([N+])ccc1N
O=C(OCC(=O)N1CCc2ccccc2C1)c1cc([N+](=O)[O-])ccc1NCc1ccccc1,Cc1ccccc1
COc1ccc(N2C(=O)N(c3ccc(C)cc3)[C@H]3CS(=O)(=O)C[C@H]32)cc1,Nc1ccc(O)cc1
COc1ccc(N2C(=O)N(c3ccc(C)cc3)[C@H]3CS(=O)(=O)C[C@H]32)cc1,Cc1ccc(N)cc1
COc1ccc(N2C(=O)N(c3ccc(C)cc3)[C@H]3CS(=O)(=O)C[C@H]32)cc1,CN1C(=O)N(C)[C@H]2CS(=O)(=O)C[C@H]21
O=C(c1cc(C2CCN(S(=O)(=O)c3cccc(F)c3)CC2)no1)N1CCC[C@@H](O)C1,Cc1cc(C)on1
O=C(c1cc(C2CCN(S(=O)(=O)c3cccc(F)c3)CC2)no1)N1CCC[C@@H](O)C1,CC1CCN(S)CC1
O=C(c1cc(C2CCN(S(=O)(=O)c3cccc(F)c3)CC2)no1)N1CCC[C@@H](O)C1,Fc1cccc(S)c1
O=C(c1cc(C2CCN(S(=O)(=O)c3cccc(F)c3)CC2)no1)N1CCC[C@@H](O)C1,CN1CCC[C@@H](O)C1
O=C(Cn1cnc2ccccc2c1=O)Nc1c(Cl)cccc1Cl,Cn1cnc2ccccc2c1=O
O=C(Cn1cnc2ccccc2c1=O)Nc1c(Cl)cccc1Cl,Nc1c(Cl)cccc1Cl
O=C(Cn1nnc(-c2ccccc2Cl)n1)Nc1cccc(I)c1,Cc1nnn(C)n1
O=C(Cn1nnc(-c2ccccc2Cl)n1)Nc1cccc(I)c1,Cc1ccccc1Cl
O=C(Cn1nnc(-c2ccccc2Cl)n1)Nc1cccc(I)c1,Nc1cccc(I)c1
COCC(=O)NCCC(=O)Nc1ccc(OC)c(NS(=O)(=O)c2ccc(F)cc2)c1,Nc1ccc(O)c(N)c1
COCC(=O)NCCC(=O)Nc1ccc(OC)c(NS(=O)(=O)c2ccc(F)cc2)c1,Fc1ccc(S)cc1
CC[C@H](c1ccccc1)[S@@](=O)CCCOC,Cc1ccccc1
O=C(NCCC1=CCCCC1)C(=O)Nc1ccccc1N1CCCC1,CC1=CCCCC1
O=C(NCCC1=CCCCC1)C(=O)Nc1ccccc1N1CCCC1,Nc1ccccc1N
O=C(NCCC1=CCCCC1)C(=O)Nc1ccccc1N1CCCC1,CN1CCCC1
O=C(Nc1ccc(Oc2ccc(Cl)cc2)nc1)c1ccoc1,Nc1ccc(O)nc1
O=C(Nc1ccc(Oc2ccc(Cl)cc2)nc1)c1ccoc1,Oc1ccc(Cl)cc1
O=C(Nc1ccc(Oc2ccc(Cl)cc2)nc1)c1ccoc1,Cc1ccoc1
CC[C@@H]1CCc2sc(C(=O)O[C@@H](C)C(N)=O)cc2C1,Cc1cc2c(s1)CC[C@@H](C)C2
CCCN(CCC)C(=O)c1ccc2c(=O)n(Cc3ccco3)c(=S)[nH]c2c1,Cc1ccc2c(=O)n(C)c(=S)[nH]c2c1
CCCN(CCC)C(=O)c1ccc2c(=O)n(Cc3ccco3)c(=S)[nH]c2c1,Cc1ccco1
O=C(Nc1ccc(CN2CCN(Cc3ccccc3)CC2)cc1)c1ncoc1-c1ccco1,Cc1ccc(N)cc1
O=C(Nc1ccc(CN2CCN(Cc3ccccc3)CC2)cc1)c1ncoc1-c1ccco1,CN1CCN(C)CC1
O=C(Nc1ccc(CN2CCN(Cc3ccccc3)CC2)cc1)c1ncoc1-c1ccco1,Cc1ccccc1
O=C(Nc1ccc(CN2CCN(Cc3ccccc3)CC2)cc1)c1ncoc1-c1ccco1,Cc1ncoc1C
O=C(Nc1ccc(CN2CCN(Cc3ccccc3)CC2)cc1)c1ncoc1-c1ccco1,Cc1ccco1
Cc1ccc(-c2cnc(CCC(=O)Nc3cc(S(C)(=O)=O)ccc3C)o2)cc1,Cc1ccc(C)cc1
Cc1ccc(-c2cnc(CCC(=O)Nc3cc(S(C)(=O)=O)ccc3C)o2)cc1,Cc1cnc(C)o1
Cc1ccc(-c2cnc(CCC(=O)Nc3cc(S(C)(=O)=O)ccc3C)o2)cc1,Cc1ccc(S)cc1N
Cc1cc(C)cc(Oc2ncnc(N)c2[N+](=O)[O-])c1,Cc1cc(C)cc(O)c1
Cc1cc(C)cc(Oc2ncnc(N)c2[N+](=O)[O-])c1,[N+]c1c(N)ncnc1O
C=C1N=C2CCCC(=O)C2[C@H](c2ccc(OC)cc2OC)C1C#N,C=C1N=C2CCCC(=O)C2[C@H](C)C1C
C=C1N=C2CCCC(=O)C2[C@H](c2ccc(OC)cc2OC)C1C#N,Cc1ccc(O)cc1O
COc1cc(SC)c(OC)cc1C[N@@]1Cc2[nH]cnc2C[C@@H]1C(=O)O,Cc1cc(O)c(S)cc1O
COc1cc(SC)c(OC)cc1C[N@@]1Cc2[nH]cnc2C[C@@H]1C(=O)O,C[C@H]1Cc2nc[nH]c2CN1C
CC1(C)c2ccccc2C(C)(C)C1O,CC1(C)c2ccccc2C(C)(C)C1O
CCN(CC)C(=O)CN(c1ccccc1F)S(=O)(=O)c1ccccc1,Nc1ccccc1F
CCN(CC)C(=O)CN(c1ccccc1F)S(=O)(=O)c1ccccc1,Sc1ccccc1
COc1cccc(CSc2nc(O)cc(CC(=O)NCc3ccc(C)cc3)n2)c1,Cc1cccc(O)c1
COc1cccc(CSc2nc(O)cc(CC(=O)NCc3ccc(C)cc3)n2)c1,Cc1cc(O)nc(S)n1
COc1cccc(CSc2nc(O)cc(CC(=O)NCc3ccc(C)cc3)n2)c1,Cc1ccc(C)cc1
Cc1ccsc1CN(C(=O)c1cc([N+](=O)[O-])ccc1Cl)[C@@H]1CCS(=O)(=O)C1,Cc1ccsc1C
Cc1ccsc1CN(C(=O)c1cc([N+](=O)[O-])ccc1Cl)[C@@H]1CCS(=O)(=O)C1,Cc1cc([N+])ccc1Cl
Cc1ccsc1CN(C(=O)c1cc([N+](=O)[O-])ccc1Cl)[C@@H]1CCS(=O)(=O)C1,N[C@@H]1CCS(=O)(=O)C1
C=CCc1ccc(OC[C@H](O)CN2CCN(CCN3C(=O)c4cccc5cccc(c45)C3=O)CC2)c(OC)c1,Cc1ccc(O)c(O)c1
C=CCc1ccc(OC[C@H](O)CN2CCN(CCN3C(=O)c4cccc5cccc(c45)C3=O)CC2)c(OC)c1,CN1CCN(C)CC1
C=CCc1ccc(OC[C@H](O)CN2CCN(CCN3C(=O)c4cccc5cccc(c45)C3=O)CC2)c(OC)c1,CN1C(=O)c2cccc3cccc(c23)C1=O
CN(C)Nc1ncnc(Nc2cccc(C(F)(F)F)c2)c1N,Nc1ncnc(N)c1N
CN(C)Nc1ncnc(Nc2cccc(C(F)(F)F)c2)c1N,Cc1cccc(N)c1
Cc1cc2c(c(-c3ccc4cc(O)ccc4c3)c1)O[C@@H](CN)C2,Cc1ccc2cc(O)ccc2c1
Cc1cc2c(c(-c3ccc4cc(O)ccc4c3)c1)O[C@@H](CN)C2,Cc1cc(C)c2c(c1)C[C@H](C)O2
COc1ccc(/C=C/c2nc3ccccc3n2CCC(=O)N2CCCCCC2)cc1,Cc1ccc(O)cc1
COc1ccc(/C=C/c2nc3ccccc3n2CCC(=O)N2CCCCCC2)cc1,Cc1nc2ccccc2n1C
COc1ccc(/C=C/c2nc3ccccc3n2CCC(=O)N2CCCCCC2)cc1,CN1CCCCCC1
CC(C)N(C)C(=O)N[C@@H](C)c1ccc(-n2cccn2)cc1,Cc1ccc(N)cc1
CC(C)N(C)C(=O)N[C@@H](C)c1ccc(-n2cccn2)cc1,Cn1cccn1
COc1ccc(NCc2c[nH]nc2-c2ccc(F)cc2)cc1,Nc1ccc(O)cc1
COc1ccc(NCc2c[nH]nc2-c2ccc(F)cc2)cc1,Cc1c[nH]nc1C
COc1ccc(NCc2c[nH]nc2-c2ccc(F)cc2)cc1,Cc1ccc(F)cc1
O=C(/C=C/c1ccc(S(=O)(=O)N2CCCCCC2)cc1)Nc1ccccn1,Cc1ccc(S)cc1
O=C(/C=C/c1ccc(S(=O)(=O)N2CCCCCC2)cc1)Nc1ccccn1,SN1CCCCCC1
O=C(/C=C/c1ccc(S(=O)(=O)N2CCCCCC2)cc1)Nc1ccccn1,Nc1ccccn1
O=CCCc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,Cc1cn(C)cn1
O=CCCc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,Cc1ccccc1
O=CCCc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,Cc1ccccc1
O=CCCc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,Cc1ccccc1
COC(=O)C1=NO[C@@H]2CCCCCC[C@@H]12,CC1=NO[C@@H]2CCCCCC[C@@H]12
CCOc1ccc(Cn2c(=O)c3sccc3n(CC(=O)Nc3ccc(F)cc3)c2=O)cc1,Cc1ccc(O)cc1
CCOc1ccc(Cn2c(=O)c3sccc3n(CC(=O)Nc3ccc(F)cc3)c2=O)cc1,Cn1c(=O)c2sccc2n(C)c1=O
CCOc1ccc(Cn2c(=O)c3sccc3n(CC(=O)Nc3ccc(F)cc3)c2=O)cc1,Nc1ccc(F)cc1
CCOc1ccc(CN(CC#N)CC(=O)OC)cc1OC,Cc1ccc(O)c(O)c1
O=C(C[N@]1CCc2sccc2C1)N1C[C@@H]2CCCC[C@]21c1ccccc1,CN1CCc2sccc2C1
O=C(C[N@]1CCc2sccc2C1)N1C[C@@H]2CCCC[C@]21c1ccccc1,CN1C[C@@H]2CCCC[C@]21C
O=C(C[N@]1CCc2sccc2C1)N1C[C@@H]2CCCC[C@]21c1ccccc1,Cc1ccccc1
O=C(Nc1cccc(Cl)c1)c1nnc(C(=O)N2CCC[C@@H](C(=O)NC3CCCCC3)C2)s1,Nc1cccc(Cl)c1
O=C(Nc1cccc(Cl)c1)c1nnc(C(=O)N2CCC[C@@H](C(=O)NC3CCCCC3)C2)s1,Cc1nnc(C)s1
O=C(Nc1cccc(Cl)c1)c1nnc(C(=O)N2CCC[C@@H](C(=O)NC3CCCCC3)C2)s1,C[C@@H]1CCCN(C)C1
O=C(Nc1cccc(Cl)c1)c1nnc(C(=O)N2CCC[C@@H](C(=O)NC3CCCCC3)C2)s1,NC1CCCCC1
N#Cc1ccc(O[C@H]2CC[C@@H](NC(=O)Nc3cc(F)ccc3Cl)CC2)nc1,Cc1ccc(O)nc1
N#Cc1ccc(O[C@H]2CC[C@@H](NC(=O)Nc3cc(F)ccc3Cl)CC2)nc1,N[C@H]1CC[C@@H](O)CC1
N#Cc1ccc(O[C@H]2CC[C@@H](NC(=O)Nc3cc(F)ccc3Cl)CC2)nc1,Nc1cc(F)ccc1Cl
CCCCc1ccc(NC(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2C)cc1,Cc1ccc(N)cc1
CCCCc1ccc(NC(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2C)cc1,Cc1cc([N+])cc([N+])c1C
S=C(Nc1ccc(Br)cc1)c1c(-c2ccc(Br)cc2)c2c3n(c(-c4ccccc4)cn13)CCCC2,Nc1ccc(Br)cc1
S=C(Nc1ccc(Br)cc1)c1c(-c2ccc(Br)cc2)c2c3n(c(-c4ccccc4)cn13)CCCC2,Cc1ccc(Br)cc1
S=C(Nc1ccc(Br)cc1)c1c(-c2ccc(Br)cc2)c2c3n(c(-c4ccccc4)cn13)CCCC2,Cc1ccccc1
S=C(Nc1ccc(Br)cc1)c1c(-c2ccc(Br)cc2)c2c3n(c(-c4ccccc4)cn13)CCCC2,Cc1c2c3n(c(C)cn3c1C)CCCC2
CSc1cccc(NC(=O)COc2ccc(S(=O)(=O)NC3CCCCC3)cc2Cl)c1,Nc1cccc(S)c1
CSc1cccc(NC(=O)COc2ccc(S(=O)(=O)NC3CCCCC3)cc2Cl)c1,Oc1ccc(S)cc1Cl
CSc1cccc(NC(=O)COc2ccc(S(=O)(=O)NC3CCCCC3)cc2Cl)c1,NC1CCCCC1
Cn1cnnc1CC1CCN(Cc2ccc3cccc(Cl)c3n2)CC1,Cc1nncn1C
Cn1cnnc1CC1CCN(Cc2ccc3cccc(Cl)c3n2)CC1,CC1CCN(C)CC1
Cn1cnnc1CC1CCN(Cc2ccc3cccc(Cl)c3n2)CC1,Cc1ccc2cccc(Cl)c2n1
CCOc1ccc(CN2CCN(C(=O)c3cccc(O)c3)CC2)cc1OC,Cc1ccc(O)c(O)c1
CCOc1ccc(CN2CCN(C(=O)c3cccc(O)c3)CC2)cc1OC,CN1CCN(C)CC1
CCOc1ccc(CN2CCN(C(=O)c3cccc(O)c3)CC2)cc1OC,Cc1cccc(O)c1
Cc1ccc(-c2noc(CCCN3CCN(c4cc(C)nc(C)n4)CC3)n2)cc1,Cc1ccc(C)cc1
Cc1ccc(-c2noc(CCCN3CCN(c4cc(C)nc(C)n4)CC3)n2)cc1,Cc1noc(C)n1
Cc1ccc(-c2noc(CCCN3CCN(c4cc(C)nc(C)n4)CC3)n2)cc1,CN1CCN(C)CC1
Cc1ccc(-c2noc(CCCN3CCN(c4cc(C)nc(C)n4)CC3)n2)cc1,Cc1cc(N)nc(C)n1
O=C(Nc1cc(Cl)ccc1O)c1cc(-c2ccncc2)nc2ccccc12,Nc1cc(Cl)ccc1O
O=C(Nc1cc(Cl)ccc1O)c1cc(-c2ccncc2)nc2ccccc12,Cc1ccncc1
O=C(Nc1cc(Cl)ccc1O)c1cc(-c2ccncc2)nc2ccccc12,Cc1cc(C)c2ccccc2n1
COc1cc(C#N)ccc1OCC(=O)Nc1cccc(C)n1,Cc1ccc(O)c(O)c1
COc1cc(C#N)ccc1OCC(=O)Nc1cccc(C)n1,Cc1cccc(N)n1
Cc1nn(CC(F)(F)F)c(C)c1[C@H](C)C(=O)NCc1ccnn1C,Cc1nn(C)c(C)c1C
Cc1nn(CC(F)(F)F)c(C)c1[C@H](C)C(=O)NCc1ccnn1C,Cc1ccnn1C
Cc1nc(NC(=O)[C@H](C)NCc2nnc3n2CCCC3)sc1C,Cc1nc(N)sc1C
Cc1nc(NC(=O)[C@H](C)NCc2nnc3n2CCCC3)sc1C,Cc1nnc2n1CCCC2
O=C(CN1CCN([C@H](C(=O)O)c2c[nH]c3cc(Cl)ccc23)CC1)Nc1cccc(F)c1,CN1CCN(C)CC1
O=C(CN1CCN([C@H](C(=O)O)c2c[nH]c3cc(Cl)ccc23)CC1)Nc1cccc(F)c1,Cc1c[nH]c2cc(Cl)ccc12
O=C(CN1CCN([C@H](C(=O)O)c2c[nH]c3cc(Cl)ccc23)CC1)Nc1cccc(F)c1,Nc1cccc(F)c1
O=C(c1ccsc1)N1CCC[C@H](n2ccnc2)C1,Cc1ccsc1
O=C(c1ccsc1)N1CCC[C@H](n2ccnc2)C1,CN1CCC[C@H](N)C1
O=C(c1ccsc1)N1CCC[C@H](n2ccnc2)C1,Cn1ccnc1
Cc1cc(OCC(=O)N[C@H](C)c2cccc3ccccc23)no1,Cc1cc(O)no1
Cc1cc(OCC(=O)N[C@H](C)c2cccc3ccccc23)no1,Cc1cccc2ccccc12
CC[C@@H](Sc1nc(C)cc(=O)[nH]1)C(=O)Nc1nnc(C)s1,Cc1cc(=O)[nH]c(S)n1
CC[C@@H](Sc1nc(C)cc(=O)[nH]1)C(=O)Nc1nnc(C)s1,Cc1nnc(N)s1
COc1ccc(Cl)c(NC(=S)N(Cc2ccccc2)Cc2cccc(F)c2)c1,Nc1cc(O)ccc1Cl
COc1ccc(Cl)c(NC(=S)N(Cc2ccccc2)Cc2cccc(F)c2)c1,Cc1ccccc1
COc1ccc(Cl)c(NC(=S)N(Cc2ccccc2)Cc2cccc(F)c2)c1,Cc1cccc(F)c1
CCCN(CCC(=O)N1CCNCC1)S(=O)(=O)c1ccc(OC)cc1,CN1CCNCC1
CCCN(CCC(=O)N1CCNCC1)S(=O)(=O)c1ccc(OC)cc1,Oc1ccc(S)cc1
Cc1ccc(-c2n[nH]cc2/C=N/c2sccc2C(=O)Nc2ccc(Cl)cc2)cc1,Cc1ccc(C)cc1
Cc1ccc(-c2n[nH]cc2/C=N/c2sccc2C(=O)Nc2ccc(Cl)cc2)cc1,Cc1c[nH]nc1C
Cc1ccc(-c2n[nH]cc2/C=N/c2sccc2C(=O)Nc2ccc(Cl)cc2)cc1,Cc1ccsc1N
Cc1ccc(-c2n[nH]cc2/C=N/c2sccc2C(=O)Nc2ccc(Cl)cc2)cc1,Nc1ccc(Cl)cc1
COc1ccc(CNC(=O)[C@H](CCSC)NC(=O)[C@H]2Cc3ccccc3CN2)cc1,Cc1ccc(O)cc1
COc1ccc(CNC(=O)[C@H](CCSC)NC(=O)[C@H]2Cc3ccccc3CN2)cc1,C[C@H]1Cc2ccccc2CN1
COc1ccc(NC(=O)c2cc(-c3ccccc3)nc3ccccc23)c(OC)c1,Nc1ccc(O)cc1O
COc1ccc(NC(=O)c2cc(-c3ccccc3)nc3ccccc23)c(OC)c1,Cc1ccccc1
COc1ccc(NC(=O)c2cc(-c3ccccc3)nc3ccccc23)c(OC)c1,Cc1cc(C)c2ccccc2n1
C[C@H]1C[C@@H]1C(=O)NNC(=O)CSc1ccc(Cl)cc1,C[C@H]1C[C@@H]1C
C[C@H]1C[C@@H]1C(=O)NNC(=O)CSc1ccc(Cl)cc1,Sc1ccc(Cl)cc1
CC(C)(C)C(=O)NNC(=O)c1ccccc1Cc1ccccc1,Cc1ccccc1C
CC(C)(C)C(=O)NNC(=O)c1ccccc1Cc1ccccc1,Cc1ccccc1
Cc1ccc(-n2nc([C@H]3CCOC3)nc2CCc2cn3ccccc3n2)cc1,Cc1ccc(N)cc1
Cc1ccc(-n2nc([C@H]3CCOC3)nc2CCc2cn3ccccc3n2)cc1,Cc1nc(C)n(C)n1
Cc1ccc(-n2nc([C@H]3CCOC3)nc2CCc2cn3ccccc3n2)cc1,C[C@H]1CCOC1
Cc1ccc(-n2nc([C@H]3CCOC3)nc2CCc2cn3ccccc3n2)cc1,Cc1cn2ccccc2n1
Cc1ncc(CNC(=O)[C@@H](C)Oc2ccc(Cl)c(Cl)c2)s1,Cc1cnc(C)s1
Cc1ncc(CNC(=O)[C@@H](C)Oc2ccc(Cl)c(Cl)c2)s1,Oc1ccc(Cl)c(Cl)c1
COc1ccc2nc(NC(=O)c3ccc(Cn4nc(C)c(Br)c4C)o3)sc2c1,Nc1nc2ccc(O)cc2s1
COc1ccc2nc(NC(=O)c3ccc(Cn4nc(C)c(Br)c4C)o3)sc2c1,Cc1ccc(C)o1
COc1ccc2nc(NC(=O)c3ccc(Cn4nc(C)c(Br)c4C)o3)sc2c1,Cc1nn(C)c(C)c1Br
CC[C@H](C(=O)OC)N(C(=O)c1cccc(C#N)c1)c1ccccc1,Cc1cccc(C)c1
