"","Estimate","Std. Error","z value","Pr(>|z|)"
"RPCG",-934961190332330,10224050.9183911,-91447235.3272919,0
"C2SP1",-6710444203633020,182501655.689183,-36769223.6998743,0
"C1SP2",-918926442772445,33736508.2742005,-27238338.8139542,0
"C2SP2",-5991368992499614,168931145.350701,-35466337.365212,0
"C3SP2",-3031451138164436,85257233.1276538,-35556527.3110085,0
"C1SP3",1323575877975624,64889190.3943575,20397478.6853053,0
"C2SP3",-564786540221098,195659981.57687,-2886571.57007453,0
"C3SP3",-170844578377201,97817790.3901101,-1746559.37019074,0
"C4SP3",-257640001781400,54652250.9365619,-4714169.99970335,0
"HybRatio",1172123016460679,58096168.0941345,20175565.0142272,0
"Xch.3d",1339115670693621,110324148.209684,12138010.511973,0
"Xch.4d",-507728895694518,29029500.318926,-17490101.1080614,0
"Xch.5d",-321760838274660,20870967.7539665,-15416670.7585234,0
"Xch.6d",3561928873961952,23092436.6958913,154246557.904204,0
"Xch.6dv",-1513318874510186,15449088.0071008,-97955223.8821233,0
"Xc.4d",-863387837222934,30461667.8050638,-28343419.7611271,0
"Xc.5d",1665847857832996,40954521.0590644,40675554.609234,0
"Xc.6d",-312120366305110,18806857.1097365,-16596093.8866028,0
"Xc.3dv",5697090048814783,65537362.4033752,86928888.1928117,0
"Xc.4dv",-838132965502386,26290059.6876511,-31880222.999116,0
"Xc.5dv",-817466122981758,19008017.1444084,-43006386.0302352,0
"AXp.1d",-1378639373870411,80003126.287073,-17232318.758688,0
"AXp.2d",1775258181945309,55888243.1228098,31764429.9185488,0
"AXp.0dv",-4344188367211358,105820698.294881,-41052350.2226926,0
"AXp.1dv",1651886690104264,74040606.0966264,22310550.6179741,0
"AXp.7dv",-240004547005211,9186624.8735611,-26125432.3876812,0
"NsCH3",-8388041730050815,390316880.452602,-21490338.107653,0
"NdCH2",-1690656579290108,68058715.8978655,-24841147.1915992,0
"NssCH2",-25073699731444872,852997325.153353,-29394816.3635063,0
"NtCH",-3534044588125299,101136651.483768,-34943262.7665402,0
"NdsCH",-14159492424966340,443369128.327419,-31936126.1763581,0
"NaaCH",7524024686540797,1339224109.63708,5618196.85920959,0
"NsssCH",-18965527385733228,784400091.534326,-24178384.9726938,0
"NdssC",-17536511592602930,752922330.92177,-23291262.4216282,0
"NaasC",11074954067257654,828901961.202054,13360993.9240547,0
"NaaaC",1261420820097093,287002042.48565,4395163.21616478,0
"NssssC",-4028366925253248,331212995.889104,-12162466.374363,0
"NsNH2",7763836854625299,251051304.414036,30925299.8017533,0
"NdNH",496069817664424,27791217.4593302,17849877.1559891,0
"NssNH",11264578588758684,435199140.833676,25883733.5183614,0
"NaaNH",6547174799157368,271558455.264649,24109633.3854778,0
"NtN",-8378066694668878,344250141.136888,-24337148.1766144,0
"NdsN",1819961898868736,35485322.6233839,51287737.1352804,0
"NaaN",20148783874077116,781652113.487026,25777175.7108049,0
"NsssN",9041558037509610,308402967.712994,29317350.9469074,0
"NddsN",594092879327729,27933078.4514078,21268435.570437,0
"NaasN",9142546908354412,360082104.855163,25390172.9219003,0
"NssssN",2970391007008935,86413312.8065094,34374229.045703,0
"NsOH",-3802036235225160,149998566.874398,-25347150.4058357,0
"NdO",-16012173184240850,521542282.774418,-30701582.0444352,0
"NssO",-7982640669379184,186365160.12235,-42833331.4238483,0
"NaaO",739954669382930,88929924.252427,8320648.82100398,0
"NsSH",1228504519578141,15831534.3497695,77598575.8825722,0
"NdS",625490758122488,31849656.0928426,19638854.3819489,0
"NssS",1557866191417229,41069545.62627,37932394.1295505,0
"NaaS",3270371384560378,123516902.6258,26477116.2086869,0
"NdssS",-10213471806490.5,16174592.9847988,-631451.549729219,0
"NddssS",-6148122873652774,236035738.907005,-26047423.5898449,0
"SssCH2",-1986912921882877,30233158.7819244,-65719660.1987484,0
"SsssCH",-879921395581273,24183509.5937254,-36385181.9013719,0
"SdssC",-629689788941525,12963469.8903367,-48574169.899597,0
"SaasC",-940381546158307,17199428.2768059,-54675163.0940225,0
"SaaaC",133246032583391,9085929.0208067,14665097.2375261,0
"SssssC",30038045492016.7,22557981.470446,1331592.79039974,0
"MAXsCH3",-215799186505337,6885599.41986869,-31340653.6375961,0
"MAXssCH2",557033772913721,7313002.79163908,76170321.382972,0
"MAXaaCH",118234301894517,7966569.79443004,14841306.2265747,0
"MAXsssCH",175574718301907,6403145.16361284,27420074.6376399,0
"MAXdssC",-559459186155828,6523942.22307349,-85754773.2684029,0
"MAXsOH",-8240006122153.48,7826525.00873055,-1052830.74071337,0
"MAXdO",289879218019965,8980691.61353597,32278050.5660666,0
"MINsCH3",-235271257902964,6112887.79912118,-38487743.5402605,0
"MINssCH2",-114549450525480,6779284.11755972,-16896983.300755,0
"MINaaCH",-568102464232616,8556867.74551206,-66391404.0894901,0
"MINsssCH",212931712475666,7047827.11886016,30212391.5477233,0
"MINdssC",-118038161329275,6833304.19890399,-17273950.9164846,0
"MINsOH",307659787459109,6266533.13954926,49095693.0423636,0
"MINdO",212552128420953,7634107.84150267,27842431.9951858,0
