"","Estimate","Std. Error","z value","Pr(>|z|)"
"AATSC4m",-1868813815697530,73693496.3295914,-25359277.3959228,0
"AATSC5m",2004712350895647,66002341.5189698,30373351.9866029,0
"AATSC6m",-46869232973770.6,65087594.3856952,-720094.718757518,0
"AATSC7m",-1335458571611162,75872741.7531226,-17601295.811301,0
"AATSC8m",-2352738328791880,45443782.0181337,-51772502.7343247,0
"AATSC0v",308496749460000,74389480.5811013,4147048.03757393,0
"AATSC1v",-204593042143765,90010278.2948036,-2272996.44018072,0
"AATSC2v",-3381656648300392,68748120.790397,-49189077.5983619,0
"AATSC3v",863901520439698,53903296.0392108,16026877.4623962,0
"AATSC4v",-2361112109029116,53134046.1624412,-44436896.4827322,0
"AATSC5v",-3792814250483306,42890330.3365246,-88430520.8359147,0
"AATSC6v",-1411856152517964,46965573.3382055,-30061512.1282774,0
"AATSC7v",1685688850395840,39111781.1852967,43099260.6143323,0
"AATSC8v",10595743450103.3,35643956.5114764,297266.198456159,0
"AATSC1e",4345648105298786,52669740.2127195,82507490.7859396,0
"AATSC2e",-3560335386294950,46275255.7213469,-76938210.9465591,0
"AATSC3e",-1266470416002633,32457587.5855984,-39019240.4984704,0
"AATSC4e",-1348494503712430,39249628.6572929,-34356872.9143089,0
"AATSC5e",-2504359546717967,36014305.147773,-69537911.0173621,0
"AATSC6e",-13476653147853.9,28028774.3677324,-480814.928653059,0
"AATSC7e",-870895425428907,26235818.9591753,-33194901.4735953,0
"AATSC8e",-37077681321045.3,18718239.3260922,-1980831.67306025,0
"AATSC0p",10572178942413676,290282932.38925,36420256.8004828,0
"AATSC1p",872781490306220,92120390.3398813,9474357.27406347,0
"AATSC2p",-1169818704860574,55420503.125971,-21108049.1673194,0
"AATSC3p",2322971020750240,55357977.619973,41962714.6912267,0
"AATSC4p",6000703802285617,71110154.0498695,84386032.9437246,0
"AATSC5p",951503402381965,46390142.6362108,20510896.2445666,0
"AATSC6p",1277007941260253,45798206.7587026,27883361.1977088,0
"AATSC7p",-1629986016062894,47933317.5105044,-34005282.7702921,0
"AATSC8p",3022920324994272,48066776.502848,62890015.6184836,0
"AATSC0i",2029786106076689,75007493.2850747,27061111.0594278,0
"AATSC1i",-2056822565989106,41942728.3898797,-49038835.6920861,0
"AATSC2i",886532812866392,35152564.3487494,25219577.2709802,0
"AATSC3i",135128184376409,34621856.1684167,3902973.42000044,0
"AATSC4i",846882911633865,31314498.2311247,27044434.9892893,0
"AATSC5i",2040966040937626,25641848.5926299,79595120.9821999,0
"AATSC6i",-203963852827748,19176718.1048448,-10636014.5522616,0
"AATSC7i",326349831120428,16221558.5379752,20118278.4229044,0
"AATSC8i",73290835981109.8,12990605.5548043,5641833.68295749,0
"AATSC1s",307020385031846,55905376.3691296,5491786.38928509,0
"AATSC2s",4974714854526256,48195444.1195795,103219608.106179,0
"AATSC3s",1993294423963089,37408484.6708638,53284554.0657678,0
"AATSC4s",2907779879701306,34798416.3082401,83560695.8070894,0
"AATSC5s",4036598998068428,29670864.2817585,136045885.2744,0
"AATSC6s",421403084056645,22324779.0218117,18876024.8710604,0
"AATSC7s",2458246931596446,18688100.1018334,131540762.20703,0
"AATSC8s",158377010953633,17398527.8536092,9102897.22706506,0
"MATS1c",1497782858287614,47524963.6249821,31515707.6206637,0
"MATS2c",959820174882015,49929626.2265825,19223460.046072,0
"MATS3c",-557078668896752,40660606.0056414,-13700697.6437946,0
"MATS4c",977007541759392,34418441.7648478,28386164.2672397,0
"MATS5c",310539020397676,25233400.0067186,12306665.7808695,0
"MATS6c",-535109750286558,18020131.5315894,-29695107.9046514,0
"MATS7c",-226050740594461,12745666.5572939,-17735497.753556,0
"MATS8c",-149516177735234,10447036.6493472,-14311826.6694869,0
"MATS1m",172771822828333,30600203.4176703,5646100.46770359,0
"MATS2m",1455878482574666,30194433.7531363,48216783.7448995,0
"MATS3m",400930785786687,29019263.5866003,13816022.0568732,0
"MATS4m",-173741985749478,32380228.3624871,-5365681.29799727,0
"MATS5m",-1234874335830203,29975742.62092,-41195787.9224779,0
"MATS6m",1393458393094420,27803154.6407468,50118715.3436266,0
"MATS7m",-458409987501879,30086153.7610247,-15236576.6373144,0
"MATS8m",467230393633156,23318798.7719076,20036640.7465222,0
"MATS1e",-348910633078961,26308512.8502783,-13262271.2300239,0
"MATS2e",288557921810044,31217943.7122121,9243335.32247235,0
"MATS3e",1225336988677538,22265518.337178,55032942.4234208,0
"MATS4e",46123912235072.2,22248947.5896964,2073082.8750045,0
"MATS5e",718676192168979,21693654.2763658,33128406.2617308,0
"MATS1p",1110425681982589,62228824.1217894,17844233.7237379,0
"MATS3p",-1668558586660888,53299166.8554013,-31305528.4932994,0
"MATS4p",-5147285175529964,58112573.7532486,-88574379.7441466,0
"MATS5p",1846658769093786,40799456.7602046,45261846.9884874,0
"MATS6p",-194588126888085,36177307.0244598,-5378734.43030247,0
