parent_smiles,ring_fragment,chembl_id,parent_mol,fragment_mol
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,Nc1ccccn1,CHEMBL700,<rdkit.Chem.rdchem.Mol object at 0x7f28284ea700>,<rdkit.Chem.rdchem.Mol object at 0x7f28284c9640>
NC1=NCC2c3ccccc3Cc3ccccc3N12,NC1=NCC2c3ccccc3Cc3ccccc3N12,CHEMBL1106,<rdkit.Chem.rdchem.Mol object at 0x7f28284ea760>,<rdkit.Chem.rdchem.Mol object at 0x7f28284c96a0>
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,Cc1ccc(O)c(C)c1,CHEMBL898,<rdkit.Chem.rdchem.Mol object at 0x7f28284ea7c0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284c9700>
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,Cc1ccc(F)cc1F,CHEMBL898,<rdkit.Chem.rdchem.Mol object at 0x7f28284ea820>,<rdkit.Chem.rdchem.Mol object at 0x7f28284c9760>
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,Nc1ccc(S)cc1,CHEMBL439,<rdkit.Chem.rdchem.Mol object at 0x7f28284ea880>,<rdkit.Chem.rdchem.Mol object at 0x7f28284c97c0>
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,Nc1ncccn1,CHEMBL439,<rdkit.Chem.rdchem.Mol object at 0x7f28284ea8e0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284c9820>
CCOCCOC(=O)/C=C/c1ccc(OC)cc1,Cc1ccc(O)cc1,CHEMBL2104045,<rdkit.Chem.rdchem.Mol object at 0x7f28284ea940>,<rdkit.Chem.rdchem.Mol object at 0x7f28284c9880>
COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,Cc1ccccc1,CHEMBL58323,<rdkit.Chem.rdchem.Mol object at 0x7f28284ea9a0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284c98e0>
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,Cc1ccc(C)c(O)c1,CHEMBL457,<rdkit.Chem.rdchem.Mol object at 0x7f28284eaa00>,<rdkit.Chem.rdchem.Mol object at 0x7f28284c9940>
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,Cc1cccc(O)c1,CHEMBL636,<rdkit.Chem.rdchem.Mol object at 0x7f28284eaa60>,<rdkit.Chem.rdchem.Mol object at 0x7f28284c99a0>
Oc1ncc(N(CCCl)CCCl)c(O)n1,Nc1cnc(O)nc1O,CHEMBL1488,<rdkit.Chem.rdchem.Mol object at 0x7f28284eaac0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284c9a00>
N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1,Cc1ccc(O)cc1,CHEMBL484785,<rdkit.Chem.rdchem.Mol object at 0x7f28284eab20>,<rdkit.Chem.rdchem.Mol object at 0x7f28284c9a60>
N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1,OB1OCc2cc(O)ccc21,CHEMBL484785,<rdkit.Chem.rdchem.Mol object at 0x7f28284eab80>,<rdkit.Chem.rdchem.Mol object at 0x7f28284c9ac0>
COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,Cc1ccc(O)cc1,CHEMBL712,<rdkit.Chem.rdchem.Mol object at 0x7f28284eabe0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284c9b20>
COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,CC1C(=O)c2ccccc2C1=O,CHEMBL712,<rdkit.Chem.rdchem.Mol object at 0x7f28284eac40>,<rdkit.Chem.rdchem.Mol object at 0x7f28284c9b80>
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,CN1c2ccccc2CC(=O)c2ccccc21,CHEMBL1068,<rdkit.Chem.rdchem.Mol object at 0x7f28284eaca0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284c9be0>
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,CC1(C)NC(=O)NC1=O,CHEMBL16,<rdkit.Chem.rdchem.Mol object at 0x7f28284ead00>,<rdkit.Chem.rdchem.Mol object at 0x7f28284c9c40>
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,Cc1ccccc1,CHEMBL16,<rdkit.Chem.rdchem.Mol object at 0x7f28284ead60>,<rdkit.Chem.rdchem.Mol object at 0x7f28284c9ca0>
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,Cc1ccccc1,CHEMBL16,<rdkit.Chem.rdchem.Mol object at 0x7f28284eadc0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284c9d00>
CN/C(=N\CCSCc1nc[nH]c1C)NC#N,Cc1nc[nH]c1C,CHEMBL30,<rdkit.Chem.rdchem.Mol object at 0x7f28284eae20>,<rdkit.Chem.rdchem.Mol object at 0x7f28284c9d60>
Clc1ccc2nsnc2c1NC1=NCCN1,Nc1c(Cl)ccc2nsnc12,CHEMBL1079,<rdkit.Chem.rdchem.Mol object at 0x7f28284eae80>,<rdkit.Chem.rdchem.Mol object at 0x7f28284c9dc0>
Clc1ccc2nsnc2c1NC1=NCCN1,NC1=NCCN1,CHEMBL1079,<rdkit.Chem.rdchem.Mol object at 0x7f28284eaee0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284c9e20>
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,Cc1cc(N)no1,CHEMBL443,<rdkit.Chem.rdchem.Mol object at 0x7f28284eaf40>,<rdkit.Chem.rdchem.Mol object at 0x7f28284c9e80>
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,Nc1ccc(S)cc1,CHEMBL443,<rdkit.Chem.rdchem.Mol object at 0x7f28284eafa0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284c9ee0>
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,Cc1nc2c(N)nc(N)nc2nc1N,CHEMBL585,<rdkit.Chem.rdchem.Mol object at 0x7f28284eb040>,<rdkit.Chem.rdchem.Mol object at 0x7f28284c9f40>
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,Cc1ccccc1,CHEMBL585,<rdkit.Chem.rdchem.Mol object at 0x7f28284eb0a0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284c9fa0>
CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,Nc1ccc(Cl)cc1,CHEMBL1377,<rdkit.Chem.rdchem.Mol object at 0x7f28284eb100>,<rdkit.Chem.rdchem.Mol object at 0x7f28284ca040>
Nc1nc(O)c2ncn(CCC(CO)CO)c2n1,Cn1cnc2c(O)nc(N)nc21,CHEMBL1540,<rdkit.Chem.rdchem.Mol object at 0x7f28284eb160>,<rdkit.Chem.rdchem.Mol object at 0x7f28284ca0a0>
CN1CCOC(c2ccccc2)c2ccccc2C1,Cc1ccccc1,CHEMBL465026,<rdkit.Chem.rdchem.Mol object at 0x7f28284eb1c0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284ca100>
CN1CCOC(c2ccccc2)c2ccccc2C1,CC1OCCN(C)Cc2ccccc21,CHEMBL465026,<rdkit.Chem.rdchem.Mol object at 0x7f28284eb220>,<rdkit.Chem.rdchem.Mol object at 0x7f28284ca160>
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,Cc1ccc(C)cc1,CHEMBL277522,<rdkit.Chem.rdchem.Mol object at 0x7f28284eb280>,<rdkit.Chem.rdchem.Mol object at 0x7f28284ca1c0>
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,Cc1ccccc1,CHEMBL277522,<rdkit.Chem.rdchem.Mol object at 0x7f28284eb2e0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284ca220>
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,Cc1cccc(C)c1,CHEMBL571,<rdkit.Chem.rdchem.Mol object at 0x7f28284eb340>,<rdkit.Chem.rdchem.Mol object at 0x7f28284ca280>
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,Cc1ccccc1,CHEMBL571,<rdkit.Chem.rdchem.Mol object at 0x7f28284eb3a0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284ca2e0>
Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,Cn1c(=O)c2c(ncn2C)n(C)c1=O,CHEMBL1752,<rdkit.Chem.rdchem.Mol object at 0x7f28284eb400>,<rdkit.Chem.rdchem.Mol object at 0x7f28284ca340>
NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,Cc1cccc(C)c1N,CHEMBL1021,<rdkit.Chem.rdchem.Mol object at 0x7f28284eb460>,<rdkit.Chem.rdchem.Mol object at 0x7f28284ca3a0>
NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,Cc1ccccc1,CHEMBL1021,<rdkit.Chem.rdchem.Mol object at 0x7f28284eb4c0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284ca400>
NC(=O)N1c2ccccc2C[C@H](O)c2ccccc21,CN1c2ccccc2C[C@H](O)c2ccccc21,CHEMBL315985,<rdkit.Chem.rdchem.Mol object at 0x7f28284eb520>,<rdkit.Chem.rdchem.Mol object at 0x7f28284ca460>
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,CC1(C)C(=O)NC(=S)NC1=O,CHEMBL440,<rdkit.Chem.rdchem.Mol object at 0x7f28284eb580>,<rdkit.Chem.rdchem.Mol object at 0x7f28284ca4c0>
COc1ccc(OC)c(C(O)CNC(=O)CN)c1,Cc1cc(O)ccc1O,CHEMBL1201212,<rdkit.Chem.rdchem.Mol object at 0x7f28284eb5e0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284ca520>
CC(C)c1c(O)cc(/C=C/c2ccccc2)cc1O,Cc1cc(O)c(C)c(O)c1,CHEMBL259571,<rdkit.Chem.rdchem.Mol object at 0x7f28284eb640>,<rdkit.Chem.rdchem.Mol object at 0x7f28284ca580>
CC(C)c1c(O)cc(/C=C/c2ccccc2)cc1O,Cc1ccccc1,CHEMBL259571,<rdkit.Chem.rdchem.Mol object at 0x7f28284eb6a0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284ca5e0>
O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,CHEMBL760,<rdkit.Chem.rdchem.Mol object at 0x7f28284eb700>,<rdkit.Chem.rdchem.Mol object at 0x7f28284ca640>
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,Cc1nnc(N)nc1N,CHEMBL741,<rdkit.Chem.rdchem.Mol object at 0x7f28284eb760>,<rdkit.Chem.rdchem.Mol object at 0x7f28284ca6a0>
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,Cc1cccc(Cl)c1Cl,CHEMBL741,<rdkit.Chem.rdchem.Mol object at 0x7f28284eb7c0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284ca700>
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,Nc1ccc(S)cc1,CHEMBL437,<rdkit.Chem.rdchem.Mol object at 0x7f28284eb820>,<rdkit.Chem.rdchem.Mol object at 0x7f28284ca760>
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,Nc1nccs1,CHEMBL437,<rdkit.Chem.rdchem.Mol object at 0x7f28284eb880>,<rdkit.Chem.rdchem.Mol object at 0x7f28284ca7c0>
COC(=O)/C=C/C(=O)OCCN1C(=O)CCC1=O,CN1C(=O)CCC1=O,CHEMBL3989944,<rdkit.Chem.rdchem.Mol object at 0x7f28284eb8e0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284ca820>
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,Cc1ccccc1,CHEMBL469,<rdkit.Chem.rdchem.Mol object at 0x7f28284eb940>,<rdkit.Chem.rdchem.Mol object at 0x7f28284ca880>
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,Cc1ccc2n1CCC2C,CHEMBL469,<rdkit.Chem.rdchem.Mol object at 0x7f28284eb9a0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284ca8e0>
Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,Cn1cnc2c(=O)[nH]c(N)nc21,CHEMBL182,<rdkit.Chem.rdchem.Mol object at 0x7f28284eba00>,<rdkit.Chem.rdchem.Mol object at 0x7f28284ca940>
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,Cc1ccccc1O,CHEMBL641,<rdkit.Chem.rdchem.Mol object at 0x7f28284eba60>,<rdkit.Chem.rdchem.Mol object at 0x7f28284ca9a0>
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,Cc1ccccc1,CHEMBL641,<rdkit.Chem.rdchem.Mol object at 0x7f28284ebac0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284caa00>
CN(C)CCOC(c1ccccc1)c1ccccc1,Cc1ccccc1,CHEMBL657,<rdkit.Chem.rdchem.Mol object at 0x7f28284ebb20>,<rdkit.Chem.rdchem.Mol object at 0x7f28284caa60>
CN(C)CCOC(c1ccccc1)c1ccccc1,Cc1ccccc1,CHEMBL657,<rdkit.Chem.rdchem.Mol object at 0x7f28284ebb80>,<rdkit.Chem.rdchem.Mol object at 0x7f28284caac0>
CN(C)CCN(Cc1ccccc1)c1ccccn1,Cc1ccccc1,CHEMBL1241,<rdkit.Chem.rdchem.Mol object at 0x7f28284ebbe0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cab20>
CN(C)CCN(Cc1ccccc1)c1ccccn1,Nc1ccccn1,CHEMBL1241,<rdkit.Chem.rdchem.Mol object at 0x7f28284ebc40>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cab80>
C[N+](C)(CCOc1ccccc1)Cc1ccccc1,Oc1ccccc1,CHEMBL1673148,<rdkit.Chem.rdchem.Mol object at 0x7f28284ebca0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cabe0>
C[N+](C)(CCOc1ccccc1)Cc1ccccc1,Cc1ccccc1,CHEMBL1673148,<rdkit.Chem.rdchem.Mol object at 0x7f28284ebd00>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cac40>
NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,Cc1ccc(O)c(O)c1O,CHEMBL1096979,<rdkit.Chem.rdchem.Mol object at 0x7f28284ebd60>,<rdkit.Chem.rdchem.Mol object at 0x7f28284caca0>
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,Cc1ccc(C)cc1,CHEMBL1020,<rdkit.Chem.rdchem.Mol object at 0x7f28284ebdc0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cad00>
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,Cc1ccc(C)n1C,CHEMBL1020,<rdkit.Chem.rdchem.Mol object at 0x7f28284ebe20>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cad60>
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,CHEMBL592,<rdkit.Chem.rdchem.Mol object at 0x7f28284ebe80>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cadc0>
CCOc1ccc2nc(S(N)(=O)=O)sc2c1,Oc1ccc2nc(S)sc2c1,CHEMBL18,<rdkit.Chem.rdchem.Mol object at 0x7f28284ebee0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cae20>
CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,Oc1c(Cl)cccc1Cl,CHEMBL17860,<rdkit.Chem.rdchem.Mol object at 0x7f28284ebf40>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cae80>
CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,CC1=NCCN1,CHEMBL17860,<rdkit.Chem.rdchem.Mol object at 0x7f28284ebfa0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284caee0>
O=C(Oc1ccccc1C(=O)O)c1ccccc1O,Cc1ccccc1O,CHEMBL154111,<rdkit.Chem.rdchem.Mol object at 0x7f28284ec040>,<rdkit.Chem.rdchem.Mol object at 0x7f28284caf40>
O=C(Oc1ccccc1C(=O)O)c1ccccc1O,Cc1ccccc1O,CHEMBL154111,<rdkit.Chem.rdchem.Mol object at 0x7f28284ec0a0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cafa0>
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,NC1CCC(=O)NC1=O,CHEMBL468,<rdkit.Chem.rdchem.Mol object at 0x7f28284ec100>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cb040>
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,CN1C(=O)c2ccccc2C1=O,CHEMBL468,<rdkit.Chem.rdchem.Mol object at 0x7f28284ec160>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cb0a0>
Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,CN1Cc2c(N)cccc2C1=O,CHEMBL848,<rdkit.Chem.rdchem.Mol object at 0x7f28284ec1c0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cb100>
Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,NC1CCC(=O)NC1=O,CHEMBL848,<rdkit.Chem.rdchem.Mol object at 0x7f28284ec220>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cb160>
CC(C)NCC(O)COc1cccc2ccccc12,Oc1cccc2ccccc12,CHEMBL27,<rdkit.Chem.rdchem.Mol object at 0x7f28284ec280>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cb1c0>
CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,C[C@@H]1CCc2ccc3c(c21)CCO3,CHEMBL1218,<rdkit.Chem.rdchem.Mol object at 0x7f28284ec2e0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cb220>
COc1cc(NC(C)CCCN)c2ncccc2c1,Nc1cc(O)cc2cccnc12,CHEMBL506,<rdkit.Chem.rdchem.Mol object at 0x7f28284ec340>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cb280>
O=P1(NCCCl)OCCCN1CCCl,CN1CCCOP1(N)=O,CHEMBL1024,<rdkit.Chem.rdchem.Mol object at 0x7f28284ec3a0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cb2e0>
O=P1(N(CCCl)CCCl)NCCCO1,NP1(=O)NCCCO1,CHEMBL1200796,<rdkit.Chem.rdchem.Mol object at 0x7f28284ec400>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cb340>
CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,Cc1ccc(C)s1,CHEMBL365795,<rdkit.Chem.rdchem.Mol object at 0x7f28284ec460>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cb3a0>
CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,Cc1ccccc1,CHEMBL365795,<rdkit.Chem.rdchem.Mol object at 0x7f28284ec4c0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cb400>
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,Cc1ccc(C)cc1,CHEMBL956,<rdkit.Chem.rdchem.Mol object at 0x7f28284ec520>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cb460>
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,Cc1cccs1,CHEMBL956,<rdkit.Chem.rdchem.Mol object at 0x7f28284ec580>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cb4c0>
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,Cn1ccnc1[N+],CHEMBL110,<rdkit.Chem.rdchem.Mol object at 0x7f28284ec5e0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cb520>
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,Cc1ccccc1,CHEMBL110,<rdkit.Chem.rdchem.Mol object at 0x7f28284ec640>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cb580>
CCCN(CCC)CCc1cccc2c1CC(=O)N2,Cc1cccc2c1CC(=O)N2,CHEMBL589,<rdkit.Chem.rdchem.Mol object at 0x7f28284ec6a0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cb5e0>
Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,Cc1cc(C)c(O)c(C)c1C,CHEMBL762,<rdkit.Chem.rdchem.Mol object at 0x7f28284ec700>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cb640>
Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,CC1=NCCN1,CHEMBL762,<rdkit.Chem.rdchem.Mol object at 0x7f28284ec760>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cb6a0>
Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,Cc1c(N)cccc1Cl,CHEMBL121626,<rdkit.Chem.rdchem.Mol object at 0x7f28284ec7c0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cb700>
Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,Cc1ccccc1N,CHEMBL121626,<rdkit.Chem.rdchem.Mol object at 0x7f28284ec820>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cb760>
CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,Cc1ccccc1,CHEMBL278398,<rdkit.Chem.rdchem.Mol object at 0x7f28284ec880>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cb7c0>
CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,CC1C2=C(CCN(C)C2)c2ccccc21,CHEMBL278398,<rdkit.Chem.rdchem.Mol object at 0x7f28284ec8e0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cb820>
CC(CNC1CCCCC1)OC(=O)c1ccccc1,NC1CCCCC1,CHEMBL1197,<rdkit.Chem.rdchem.Mol object at 0x7f28284ec940>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cb880>
CC(CNC1CCCCC1)OC(=O)c1ccccc1,Cc1ccccc1,CHEMBL1197,<rdkit.Chem.rdchem.Mol object at 0x7f28284ec9a0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cb8e0>
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,Cc1nn(C)c2cc3c(cc2c1=O)OCO3,CHEMBL1208,<rdkit.Chem.rdchem.Mol object at 0x7f28284eca00>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cb940>
C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,CN1C(=O)NC(=O)C(C)(C)C1=O,CHEMBL7413,<rdkit.Chem.rdchem.Mol object at 0x7f28284eca60>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cb9a0>
Clc1ccccc1CN1CCc2sccc2C1,Cc1ccccc1Cl,CHEMBL833,<rdkit.Chem.rdchem.Mol object at 0x7f28284ecac0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cba00>
Clc1ccccc1CN1CCc2sccc2C1,CN1CCc2sccc2C1,CHEMBL833,<rdkit.Chem.rdchem.Mol object at 0x7f28284ecb20>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cba60>
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,Cn1ccc(N)nc1=O,CHEMBL888,<rdkit.Chem.rdchem.Mol object at 0x7f28284ecb80>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cbac0>
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,C[C@H]1O[C@@H](N)C(F)(F)[C@@H]1O,CHEMBL888,<rdkit.Chem.rdchem.Mol object at 0x7f28284ecbe0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cbb20>
CNCCC=C1c2ccccc2CCc2ccccc21,C=C1c2ccccc2CCc2ccccc21,CHEMBL445,<rdkit.Chem.rdchem.Mol object at 0x7f28284ecc40>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cbb80>
CNCCCC1c2ccccc2C=Cc2ccccc21,CC1c2ccccc2C=Cc2ccccc21,CHEMBL668,<rdkit.Chem.rdchem.Mol object at 0x7f28284ecca0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cbbe0>
CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,Cc1ccc(O)cc1,CHEMBL1118,<rdkit.Chem.rdchem.Mol object at 0x7f28284ecd00>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cbc40>
CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,CC1(O)CCCCC1,CHEMBL1118,<rdkit.Chem.rdchem.Mol object at 0x7f28284ecd60>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cbca0>
COc1cccc(C2(O)CCCCC2CN(C)C)c1,Cc1cccc(O)c1,CHEMBL1237044,<rdkit.Chem.rdchem.Mol object at 0x7f28284ecdc0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cbd00>
COc1cccc(C2(O)CCCCC2CN(C)C)c1,CC1CCCCC1(C)O,CHEMBL1237044,<rdkit.Chem.rdchem.Mol object at 0x7f28284ece20>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cbd60>
C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,Cc1ccccc1,CHEMBL1201222,<rdkit.Chem.rdchem.Mol object at 0x7f28284ece80>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cbdc0>
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,Cc1ccnc(N)n1,CHEMBL438,<rdkit.Chem.rdchem.Mol object at 0x7f28284ecee0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cbe20>
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,Nc1ccc(S)cc1,CHEMBL438,<rdkit.Chem.rdchem.Mol object at 0x7f28284ecf40>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cbe80>
O=C(CCCCCCC(=O)Nc1ccccc1)NO,Nc1ccccc1,CHEMBL98,<rdkit.Chem.rdchem.Mol object at 0x7f28284ecfa0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cbee0>
CN1CCN2c3ccccc3Cc3ccccc3C2C1,CN1CCN2c3ccccc3Cc3ccccc3C2C1,CHEMBL6437,<rdkit.Chem.rdchem.Mol object at 0x7f28284ed040>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cbf40>
CCCCNc1ccc(C(=O)OCCN(C)C)cc1,Cc1ccc(N)cc1,CHEMBL698,<rdkit.Chem.rdchem.Mol object at 0x7f28284ed0a0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cbfa0>
NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,C[C@@H]1CC[C@@H]2CN1C(=O)N2O,CHEMBL1689063,<rdkit.Chem.rdchem.Mol object at 0x7f28284ed100>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cc040>
CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,Nc1nc2cc(S)ccc2[nH]1,CHEMBL1483,<rdkit.Chem.rdchem.Mol object at 0x7f28284ed160>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cc0a0>
CN(N=O)C(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,C[C@H]1OC(O)[C@H](N)[C@@H](O)[C@@H]1O,CHEMBL1651906,<rdkit.Chem.rdchem.Mol object at 0x7f28284ed1c0>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cc100>
c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,Cc1ccccc1,CHEMBL1305,<rdkit.Chem.rdchem.Mol object at 0x7f28284ed220>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cc160>
c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,CC1=NCCN1,CHEMBL1305,<rdkit.Chem.rdchem.Mol object at 0x7f28284ed280>,<rdkit.Chem.rdchem.Mol object at 0x7f28284cc1c0>
