parent_smiles,ring_fragment,chembl_id,parent_mol,fragment_mol
CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,CN1CCCCC1,CHEMBL1272,<rdkit.Chem.rdchem.Mol object at 0x7f282849bfa0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847aee0>
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,CC1=C(C)N2C(=O)[C@@H](N)[C@H]2SC1,CHEMBL1541,<rdkit.Chem.rdchem.Mol object at 0x7f282849c040>,<rdkit.Chem.rdchem.Mol object at 0x7f282847af40>
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,Cc1csc(N)n1,CHEMBL1541,<rdkit.Chem.rdchem.Mol object at 0x7f282849c0a0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847afa0>
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,Cc1noc(C)c1C,CHEMBL222645,<rdkit.Chem.rdchem.Mol object at 0x7f282849c100>,<rdkit.Chem.rdchem.Mol object at 0x7f282847b040>
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,Cc1c(F)cccc1Cl,CHEMBL222645,<rdkit.Chem.rdchem.Mol object at 0x7f282849c160>,<rdkit.Chem.rdchem.Mol object at 0x7f282847b0a0>
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,C[C@@H]1N2C(=O)[C@@H](N)[C@H]2SC1(C)C,CHEMBL222645,<rdkit.Chem.rdchem.Mol object at 0x7f282849c1c0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847b100>
Cc1ccc(C(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1,Cc1ccc(C)c(C)c1,CHEMBL4594250,<rdkit.Chem.rdchem.Mol object at 0x7f282849c220>,<rdkit.Chem.rdchem.Mol object at 0x7f282847b160>
Cc1ccc(C(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1,Cc1ccc(C)cc1,CHEMBL4594250,<rdkit.Chem.rdchem.Mol object at 0x7f282849c280>,<rdkit.Chem.rdchem.Mol object at 0x7f282847b1c0>
Cc1ccc(C(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1,Nc1ccc2cnccc2c1,CHEMBL4594250,<rdkit.Chem.rdchem.Mol object at 0x7f282849c2e0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847b220>
Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,Cc1sccc1S,CHEMBL282724,<rdkit.Chem.rdchem.Mol object at 0x7f282849c340>,<rdkit.Chem.rdchem.Mol object at 0x7f282847b280>
Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,Cc1noc(N)c1Cl,CHEMBL282724,<rdkit.Chem.rdchem.Mol object at 0x7f282849c3a0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847b2e0>
Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,Cc1cc2c(cc1C)OCO2,CHEMBL282724,<rdkit.Chem.rdchem.Mol object at 0x7f282849c400>,<rdkit.Chem.rdchem.Mol object at 0x7f282847b340>
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,Cc1nnc(S)s1,CHEMBL1435,<rdkit.Chem.rdchem.Mol object at 0x7f282849c460>,<rdkit.Chem.rdchem.Mol object at 0x7f282847b3a0>
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,CC1=C(C)N2C(=O)[C@@H](N)[C@H]2SC1,CHEMBL1435,<rdkit.Chem.rdchem.Mol object at 0x7f282849c4c0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847b400>
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,Cn1cnnn1,CHEMBL1435,<rdkit.Chem.rdchem.Mol object at 0x7f282849c520>,<rdkit.Chem.rdchem.Mol object at 0x7f282847b460>
Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1,Cc1ccc(Cl)cc1Cl,CHEMBL1651990,<rdkit.Chem.rdchem.Mol object at 0x7f282849c580>,<rdkit.Chem.rdchem.Mol object at 0x7f282847b4c0>
Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1,Cn1ccnc1,CHEMBL1651990,<rdkit.Chem.rdchem.Mol object at 0x7f282849c5e0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847b520>
Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1,Cc1ccc(S)cc1,CHEMBL1651990,<rdkit.Chem.rdchem.Mol object at 0x7f282849c640>,<rdkit.Chem.rdchem.Mol object at 0x7f282847b580>
Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1,Sc1ccccc1,CHEMBL1651990,<rdkit.Chem.rdchem.Mol object at 0x7f282849c6a0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847b5e0>
COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,Oc1cc2nccc(O)c2cc1O,CHEMBL1289494,<rdkit.Chem.rdchem.Mol object at 0x7f282849c700>,<rdkit.Chem.rdchem.Mol object at 0x7f282847b640>
COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,Nc1ccc(O)cc1Cl,CHEMBL1289494,<rdkit.Chem.rdchem.Mol object at 0x7f282849c760>,<rdkit.Chem.rdchem.Mol object at 0x7f282847b6a0>
COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,Cc1cc(N)no1,CHEMBL1289494,<rdkit.Chem.rdchem.Mol object at 0x7f282849c7c0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847b700>
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O,Oc1ccccc1,CHEMBL1095283,<rdkit.Chem.rdchem.Mol object at 0x7f282849c820>,<rdkit.Chem.rdchem.Mol object at 0x7f282847b760>
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O,Cc1ccccc1,CHEMBL1095283,<rdkit.Chem.rdchem.Mol object at 0x7f282849c880>,<rdkit.Chem.rdchem.Mol object at 0x7f282847b7c0>
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O,C[C@@H]1N2C(=O)[C@@H](N)[C@H]2SC1(C)C,CHEMBL1095283,<rdkit.Chem.rdchem.Mol object at 0x7f282849c8e0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847b820>
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,Cc1cnc2nc(N)nc(N)c2n1,CHEMBL34259,<rdkit.Chem.rdchem.Mol object at 0x7f282849c940>,<rdkit.Chem.rdchem.Mol object at 0x7f282847b880>
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,Cc1ccc(N)cc1,CHEMBL34259,<rdkit.Chem.rdchem.Mol object at 0x7f282849c9a0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847b8e0>
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C)O1,CHEMBL1200845,<rdkit.Chem.rdchem.Mol object at 0x7f282849ca00>,<rdkit.Chem.rdchem.Mol object at 0x7f282847b940>
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,Cc1ccc(O)c(O)c1,CHEMBL6966,<rdkit.Chem.rdchem.Mol object at 0x7f282849ca60>,<rdkit.Chem.rdchem.Mol object at 0x7f282847b9a0>
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,Cc1ccc(O)c(O)c1,CHEMBL6966,<rdkit.Chem.rdchem.Mol object at 0x7f282849cac0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847ba00>
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,CC1=C(C)N2C(=O)[C@@H](N)[C@H]2SC1,CHEMBL1730,<rdkit.Chem.rdchem.Mol object at 0x7f282849cb20>,<rdkit.Chem.rdchem.Mol object at 0x7f282847ba60>
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,Cc1csc(N)n1,CHEMBL1730,<rdkit.Chem.rdchem.Mol object at 0x7f282849cb80>,<rdkit.Chem.rdchem.Mol object at 0x7f282847bac0>
CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,CC1=C(C)C(C)C(C)=C(C)N1,CHEMBL1237132,<rdkit.Chem.rdchem.Mol object at 0x7f282849cbe0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847bb20>
CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,Cc1cccc(Cl)c1Cl,CHEMBL1237132,<rdkit.Chem.rdchem.Mol object at 0x7f282849cc40>,<rdkit.Chem.rdchem.Mol object at 0x7f282847bb80>
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,CC1=C(C)C(C)C(C)=C(C)N1,CHEMBL460291,<rdkit.Chem.rdchem.Mol object at 0x7f282849cca0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847bbe0>
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,Cc1ccccc1C,CHEMBL460291,<rdkit.Chem.rdchem.Mol object at 0x7f282849cd00>,<rdkit.Chem.rdchem.Mol object at 0x7f282847bc40>
Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,Cc1cc2c(ncn2C)c(F)c1N,CHEMBL1614701,<rdkit.Chem.rdchem.Mol object at 0x7f282849cd60>,<rdkit.Chem.rdchem.Mol object at 0x7f282847bca0>
Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,Nc1ccc(Br)cc1Cl,CHEMBL1614701,<rdkit.Chem.rdchem.Mol object at 0x7f282849cdc0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847bd00>
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C)c2cc1C,CHEMBL1201794,<rdkit.Chem.rdchem.Mol object at 0x7f282849ce20>,<rdkit.Chem.rdchem.Mol object at 0x7f282847bd60>
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,Nc1cccnc1N,CHEMBL593,<rdkit.Chem.rdchem.Mol object at 0x7f282849ce80>,<rdkit.Chem.rdchem.Mol object at 0x7f282847bdc0>
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,CN1CCN(C)CC1,CHEMBL593,<rdkit.Chem.rdchem.Mol object at 0x7f282849cee0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847be20>
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,Cc1cc2cc(N)ccc2[nH]1,CHEMBL593,<rdkit.Chem.rdchem.Mol object at 0x7f282849cf40>,<rdkit.Chem.rdchem.Mol object at 0x7f282847be80>
Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,Cc1cc(N)c2ccccc2[n+]1C,CHEMBL333826,<rdkit.Chem.rdchem.Mol object at 0x7f282849cfa0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847bee0>
Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,Cc1cc(N)c2ccccc2[n+]1C,CHEMBL333826,<rdkit.Chem.rdchem.Mol object at 0x7f282849d040>,<rdkit.Chem.rdchem.Mol object at 0x7f282847bf40>
CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL2107067,<rdkit.Chem.rdchem.Mol object at 0x7f282849d0a0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847bfa0>
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,CC1=C(O)[C@@H](N)[C@@H]2C[C@@H]3Cc4c(N)ccc(O)c4C(=O)C3=C(O)[C@]2(O)C1=O,CHEMBL1434,<rdkit.Chem.rdchem.Mol object at 0x7f282849d100>,<rdkit.Chem.rdchem.Mol object at 0x7f282847c040>
Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,Cc1ccc2[nH]c(C)nc(=O)c2c1,CHEMBL225071,<rdkit.Chem.rdchem.Mol object at 0x7f282849d160>,<rdkit.Chem.rdchem.Mol object at 0x7f282847c0a0>
Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,Cc1ccc(N)s1,CHEMBL225071,<rdkit.Chem.rdchem.Mol object at 0x7f282849d1c0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847c100>
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,Cc1ccc(O)cc1,CHEMBL296419,<rdkit.Chem.rdchem.Mol object at 0x7f282849d220>,<rdkit.Chem.rdchem.Mol object at 0x7f282847c160>
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,CN1CCC(N)CC1,CHEMBL296419,<rdkit.Chem.rdchem.Mol object at 0x7f282849d280>,<rdkit.Chem.rdchem.Mol object at 0x7f282847c1c0>
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,Cn1c(N)nc2ccccc21,CHEMBL296419,<rdkit.Chem.rdchem.Mol object at 0x7f282849d2e0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847c220>
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,Cc1ccc(F)cc1,CHEMBL296419,<rdkit.Chem.rdchem.Mol object at 0x7f282849d340>,<rdkit.Chem.rdchem.Mol object at 0x7f282847c280>
CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@@]2(C)O,CHEMBL1200909,<rdkit.Chem.rdchem.Mol object at 0x7f282849d3a0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847c2e0>
CN1c2c([nH]c(N)nc2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,C[C@H]1CNc2[nH]c(N)nc(=O)c2N1C,CHEMBL1231574,<rdkit.Chem.rdchem.Mol object at 0x7f282849d400>,<rdkit.Chem.rdchem.Mol object at 0x7f282847c340>
CN1c2c([nH]c(N)nc2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,Cc1ccc(N)cc1,CHEMBL1231574,<rdkit.Chem.rdchem.Mol object at 0x7f282849d460>,<rdkit.Chem.rdchem.Mol object at 0x7f282847c3a0>
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,Nc1ccc(O)cc1,CHEMBL231779,<rdkit.Chem.rdchem.Mol object at 0x7f282849d4c0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847c400>
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,Cc1nn(C)c2c1CCN(C)C2=O,CHEMBL231779,<rdkit.Chem.rdchem.Mol object at 0x7f282849d520>,<rdkit.Chem.rdchem.Mol object at 0x7f282847c460>
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,Nc1ccc(N)cc1,CHEMBL231779,<rdkit.Chem.rdchem.Mol object at 0x7f282849d580>,<rdkit.Chem.rdchem.Mol object at 0x7f282847c4c0>
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,CN1CCCCC1=O,CHEMBL231779,<rdkit.Chem.rdchem.Mol object at 0x7f282849d5e0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847c520>
COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,Cc1nc(C)c(C)c(C)c1C,CHEMBL1477,<rdkit.Chem.rdchem.Mol object at 0x7f282849d640>,<rdkit.Chem.rdchem.Mol object at 0x7f282847c580>
COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,Cc1ccc(F)cc1,CHEMBL1477,<rdkit.Chem.rdchem.Mol object at 0x7f282849d6a0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847c5e0>
CCC/N=C1\S/C(=C\c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,C=C1SC(=N)N(C)C1=O,CHEMBL1096146,<rdkit.Chem.rdchem.Mol object at 0x7f282849d700>,<rdkit.Chem.rdchem.Mol object at 0x7f282847c640>
CCC/N=C1\S/C(=C\c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,Cc1ccc(O)c(Cl)c1,CHEMBL1096146,<rdkit.Chem.rdchem.Mol object at 0x7f282849d760>,<rdkit.Chem.rdchem.Mol object at 0x7f282847c6a0>
CCC/N=C1\S/C(=C\c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,Cc1ccccc1N,CHEMBL1096146,<rdkit.Chem.rdchem.Mol object at 0x7f282849d7c0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847c700>
CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,Cc1ccc(O)c(O)c1,CHEMBL514800,<rdkit.Chem.rdchem.Mol object at 0x7f282849d820>,<rdkit.Chem.rdchem.Mol object at 0x7f282847c760>
CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,CN1C(=O)c2cccc(N)c2C1=O,CHEMBL514800,<rdkit.Chem.rdchem.Mol object at 0x7f282849d880>,<rdkit.Chem.rdchem.Mol object at 0x7f282847c7c0>
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,CC1=C(O)[C@@H](N)[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C1=O)C(=O)c1c(O)cccc1[C@@]3(C)O,CHEMBL1517,<rdkit.Chem.rdchem.Mol object at 0x7f282849d8e0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847c820>
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CN1CCNC1=O,CHEMBL1537,<rdkit.Chem.rdchem.Mol object at 0x7f282849d940>,<rdkit.Chem.rdchem.Mol object at 0x7f282847c880>
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,Cc1ccccc1,CHEMBL1537,<rdkit.Chem.rdchem.Mol object at 0x7f282849d9a0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847c8e0>
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,C[C@@H]1N2C(=O)[C@@H](N)[C@H]2SC1(C)C,CHEMBL1537,<rdkit.Chem.rdchem.Mol object at 0x7f282849da00>,<rdkit.Chem.rdchem.Mol object at 0x7f282847c940>
Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,Cc1ccc(C)cc1,CHEMBL1201295,<rdkit.Chem.rdchem.Mol object at 0x7f282849da60>,<rdkit.Chem.rdchem.Mol object at 0x7f282847c9a0>
Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,Cc1ccc(O)c(O)c1,CHEMBL1201295,<rdkit.Chem.rdchem.Mol object at 0x7f282849dac0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847ca00>
Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,Cc1ccc(C)cc1,CHEMBL1201295,<rdkit.Chem.rdchem.Mol object at 0x7f282849db20>,<rdkit.Chem.rdchem.Mol object at 0x7f282847ca60>
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,Cn1c(=O)[nH]c2ccccc21,CHEMBL1423,<rdkit.Chem.rdchem.Mol object at 0x7f282849db80>,<rdkit.Chem.rdchem.Mol object at 0x7f282847cac0>
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,CN1CCC(N)CC1,CHEMBL1423,<rdkit.Chem.rdchem.Mol object at 0x7f282849dbe0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847cb20>
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,Cc1ccc(F)cc1,CHEMBL1423,<rdkit.Chem.rdchem.Mol object at 0x7f282849dc40>,<rdkit.Chem.rdchem.Mol object at 0x7f282847cb80>
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,Cc1ccc(F)cc1,CHEMBL1423,<rdkit.Chem.rdchem.Mol object at 0x7f282849dca0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847cbe0>
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,Cn1nnnc1S,CHEMBL1146,<rdkit.Chem.rdchem.Mol object at 0x7f282849dd00>,<rdkit.Chem.rdchem.Mol object at 0x7f282847cc40>
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,CC1=C(C)N2C(=O)[C@@H](N)[C@H]2SC1,CHEMBL1146,<rdkit.Chem.rdchem.Mol object at 0x7f282849dd60>,<rdkit.Chem.rdchem.Mol object at 0x7f282847cca0>
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,Cc1ccccc1,CHEMBL1146,<rdkit.Chem.rdchem.Mol object at 0x7f282849ddc0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847cd00>
Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,Cc1nn(C)c(C)c1C,CHEMBL111,<rdkit.Chem.rdchem.Mol object at 0x7f282849de20>,<rdkit.Chem.rdchem.Mol object at 0x7f282847cd60>
Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,NN1CCCCC1,CHEMBL111,<rdkit.Chem.rdchem.Mol object at 0x7f282849de80>,<rdkit.Chem.rdchem.Mol object at 0x7f282847cdc0>
Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,Nc1ccc(Cl)cc1Cl,CHEMBL111,<rdkit.Chem.rdchem.Mol object at 0x7f282849dee0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847ce20>
Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,Cc1ccc(Cl)cc1,CHEMBL111,<rdkit.Chem.rdchem.Mol object at 0x7f282849df40>,<rdkit.Chem.rdchem.Mol object at 0x7f282847ce80>
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@@]2(C)O,CHEMBL977,<rdkit.Chem.rdchem.Mol object at 0x7f282849dfa0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847cee0>
CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,C[C@@H]1N2C(=O)[C@@H](N)[C@H]2SC1(C)C,CHEMBL3182343,<rdkit.Chem.rdchem.Mol object at 0x7f282849e040>,<rdkit.Chem.rdchem.Mol object at 0x7f282847cf40>
CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,Cc1ccccc1,CHEMBL3182343,<rdkit.Chem.rdchem.Mol object at 0x7f282849e0a0>,<rdkit.Chem.rdchem.Mol object at 0x7f282847cfa0>
COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1,Cc1cccc(O)c1,CHEMBL298470,<rdkit.Chem.rdchem.Mol object at 0x7f282849e100>,<rdkit.Chem.rdchem.Mol object at 0x7f282847d040>
