parent_smiles,ring_fragment,chembl_id
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@@]2(C)O,CHEMBL635
C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]2(O)CCC(=O)O,C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,CHEMBL1616951
CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,CC1Nc2cc(Cl)c(S)cc2S(=O)(=O)N1C,CHEMBL1577
COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,Cc1nccc(O)c1C,CHEMBL1219
COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,[S+]c1nc2ccccc2[nH]1,CHEMBL1219
CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,Cn1cc(F)c(N)nc1=O,CHEMBL1773
CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,C[C@H]1O[C@@H](N)[C@H](O)[C@@H]1O,CHEMBL1773
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,CC1CN(C)CCN1,CHEMBL583
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,Cc1cn(C)c2cc(N)c(F)c(C)c2c1=O,CHEMBL583
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,NC1CC1,CHEMBL583
Clc1cc(Cl)c(OCC#CI)cc1Cl,Oc1cc(Cl)c(Cl)cc1Cl,CHEMBL1289
CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,Cc1cc(Cl)ccc1Cl,CHEMBL2141296
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,Cc1ccc(O)cc1,CHEMBL672
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,Cc1ccc(Cl)cc1,CHEMBL672
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,CC1=C(C)C(C)C(C)=C(C)N1,CHEMBL475534
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,Cc1cccc([N+])c1,CHEMBL475534
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@@]2(C)O,CHEMBL131
CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,C=C1C[C@H]2C[C@@H](O)[C@H](C)[C@H]2C1,CHEMBL494
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)[C@H](C)C[C@]4(C)[C@H]3CC[C@]12C,C[C@@H]1C[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]32)CC1=O,CHEMBL1201048
CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,Cc1ccc(O)cc1,CHEMBL264374
CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,Cc1ccc(Cl)cc1,CHEMBL264374
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,Cc1ccc(O)cc1,CHEMBL942
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,Cc1ccc(O)cc1,CHEMBL942
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,Cc1ccccn1,CHEMBL942
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CN1CCN(C)CC1,CHEMBL33
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,Cc1cn2c3c(c(N)c(F)cc3c1=O)OC[C@@H]2C,CHEMBL33
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CN1CCN(C)CC1,CHEMBL4
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,Cc1cn2c3c(c(N)c(F)cc3c1=O)OCC2C,CHEMBL4
O=C1O[Bi](O)Oc2ccccc21,O=C1O[Bi](O)Oc2ccccc21,CHEMBL1120
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,CN1C(=O)NC(C)(C)C1=O,CHEMBL1201336
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,Cc1ccccc1,CHEMBL1201336
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,Cc1ccccc1,CHEMBL1201336
NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,Cc1cc(N)c(O)c(S)c1,CHEMBL349803
NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,CN1CCCC1,CHEMBL349803
NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,Oc1ccccc1,CHEMBL349803
O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,C[C@H]1c2ccccc2CCN1C,CHEMBL1734
O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,Cc1ccccc1,CHEMBL1734
O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,O[C@H]1CN2CCC1CC2,CHEMBL1734
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@@]2(C)O,CHEMBL389621
Nc1nc(=O)c2c([nH]1)N[C@@H]1O[C@@H]3COP(=O)(O)O[C@@H]3C(O)(O)[C@@H]1N2,Nc1nc(=O)c2c([nH]1)N[C@@H]1O[C@@H]3COP(=O)(O)O[C@@H]3C(O)(O)[C@@H]1N2,CHEMBL2338675
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,CC1=C(C)N2C(=O)[C@@H](N)[C@H]2SC1,CHEMBL1644
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,Cc1ccc(O)cc1,CHEMBL1644
CNc1ncc(-c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C)cc1C,Cc1cnc(N)c(C)c1,CHEMBL3990047
CNc1ncc(-c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C)cc1C,Cc1ccc2c(=O)c(C)cn(C)c2c1C,CHEMBL3990047
CNc1ncc(-c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C)cc1C,NC1CC1,CHEMBL3990047
CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,Oc1ccccc1,CHEMBL1614637
CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,C[C@@H]1N2C(=O)[C@@H](N)[C@H]2SC1(C)C,CHEMBL1614637
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,Cc1cc(N)c(O)c(S)c1,CHEMBL1072
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,Oc1ccccc1,CHEMBL1072
CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,Cc1ccc(O)cc1,CHEMBL141305
CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,C=C1CCCCC1,CHEMBL141305
CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,Cc1ccc(O)cc1,CHEMBL141305
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,OC1CCCC1,CHEMBL1201165
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,CHEMBL1201165
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,Cn1cnc2c(N)nc(F)nc21,CHEMBL1096882
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,C[C@H]1O[C@@H](N)[C@@H](O)[C@@H]1O,CHEMBL1096882
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,CC1Cc2ccccc2N1N,CHEMBL406
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,Cc1ccc(Cl)c(S)c1,CHEMBL406
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,Cc1ccccc1N,CHEMBL878
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,CC1Nc2cc(Cl)c(S)cc2C(=O)N1C,CHEMBL878
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,Cc1ccc(O)cc1,CHEMBL1082
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,C[C@@H]1N2C(=O)[C@@H](N)[C@H]2SC1(C)C,CHEMBL1082
N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,CN1CCC(O)CC1,CHEMBL251940
N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,Cc1ccc2c(c1)N(C)c1ccccc1S2,CHEMBL251940
O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1,Cc1ccccc1,CHEMBL1201329
O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1,CN1C(=O)N(C)C2C1C[S+]1CCCC21,CHEMBL1201329
O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1,Cc1ccccc1,CHEMBL1201329
O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,C[C@H]1CC[C@H](C)CC1,CHEMBL1450
O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,Cc1ccc(Cl)cc1,CHEMBL1450
O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,CC1=C(O)C(=O)c2ccccc2C1=O,CHEMBL1450
Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,Cc1cc(C)c(N)c(C)c1,CHEMBL175691
Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,Nc1ccnc(N)n1,CHEMBL175691
Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,Cc1ccc(N)cc1,CHEMBL175691
Cc1ccc(S(=O)(=O)NC(=O)N[C@H]2[C@H]3CC[C@@](C)([C@H]2O)C3(C)C)cc1,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)[C@H]2N,CHEMBL529888
Cc1ccc(S(=O)(=O)NC(=O)N[C@H]2[C@H]3CC[C@@](C)([C@H]2O)C3(C)C)cc1,Cc1ccc(S)cc1,CHEMBL529888
C[C@]12CC[C@H]3[C@H]([C@@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1)[C@H]1C[C@H]1C1=CC(=O)CC[C@@]13C,CC1(C)CCC(=O)O1,CHEMBL1509
C[C@]12CC[C@H]3[C@H]([C@@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1)[C@H]1C[C@H]1C1=CC(=O)CC[C@@]13C,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@](C)(O)[C@@]3(C)CC[C@@H]12,CHEMBL1509
CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,Cc1ccccc1,CHEMBL1008
CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,Nc1ccccc1,CHEMBL1008
CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,CN1CCCC1,CHEMBL1008
N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,CC1=C(Cl)CS[C@@H]2[C@H](N)C(=O)N12,CHEMBL680
N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,Cc1ccccc1,CHEMBL680
COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,CN1CCC(N)CC1,CHEMBL117287
COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,Cc1cc(Cl)c(N)c2c1OCC2,CHEMBL117287
CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,CN1CCC(O)CC1,CHEMBL1078261
CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,Cc1ccccc1,CHEMBL1078261
CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,Cc1ccccc1,CHEMBL1078261
CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O,Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,CHEMBL41286
CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(C)O1,CHEMBL2104356
CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,Cc1ccccc1,CHEMBL2104356
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,CC1c2ccccc2Oc2ccccc21,CHEMBL1180725
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,Cc1ccccc1,CHEMBL43064
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,CN1CCN(C)CC1,CHEMBL43064
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,Cc1ccccc1,CHEMBL43064
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,Cc1ccccc1,CHEMBL43064
CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,C[C@@H]1C[C@@H]2CCCC[C@@H]2N1C,CHEMBL1581
CCCCC[C@](C)(O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,C[C@@H]1[C@@H](C)[C@@H](O)C[C@H]1O,CHEMBL1237122
Cc1c(OCC(F)(F)F)ccnc1C[S@@+]([O-])c1nc2ccccc2[nH]1,Cc1nccc(O)c1C,CHEMBL1201863
Cc1c(OCC(F)(F)F)ccnc1C[S@@+]([O-])c1nc2ccccc2[nH]1,[S+]c1nc2ccccc2[nH]1,CHEMBL1201863
Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,Cc1nccc(O)c1C,CHEMBL480
Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,[S+]c1nc2ccccc2[nH]1,CHEMBL480
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,CC1CCCN1C,CHEMBL243712
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,Cc1cc(S)c(N)cc1O,CHEMBL243712
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,Nc1cc(O)c(O)c(O)c1,CHEMBL119
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,Cc1ccc2nc(N)nc(N)c2c1C,CHEMBL119
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,O=C1CCc2cc(O)ccc2N1,CHEMBL799
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,Cc1nnnn1C,CHEMBL799
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,NC1CCCCC1,CHEMBL799
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=N)CC[C@@H]4[C@H]3CC[C@@]21C,CHEMBL1200934
CCC[N+]12[C@H]3C[C@@]45c6ccccc6N(C)[C@H]4[C@@H]1C[C@@H]([C@H](CC)[C@H]2O)[C@H]3[C@H]5O,C[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H]([C@@H]2[C@H]5O)[N+]3(C)[C@@H]1O,CHEMBL3833382
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,C[C@@H]1CCCN1C,CHEMBL22242
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,Cc1c(O)ccc(Br)c1O,CHEMBL22242
CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,Cc1ccc(S)cc1,CHEMBL1206690
CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,Cc1ccccc1,CHEMBL1206690
CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,Cc1noc(C)c1C,CHEMBL1206690
CC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,C[C@H]1O[C@@H](N)[C@H](O)[C@@H]1O,CHEMBL2107381
CC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,Cn1ccc(=O)[nH]c1=O,CHEMBL2107381
Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,Cc1nnn(C)n1,CHEMBL1257051
Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,Cc1ccc(C)nc1,CHEMBL1257051
Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,Cc1ccc(N)cc1F,CHEMBL1257051
Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,C[C@H]1CN(C)C(=O)O1,CHEMBL1257051
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,CC1CCCCN1C,CHEMBL479
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,CN1c2ccccc2Sc2ccc(S)cc21,CHEMBL479
NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3,CC1CC1,CHEMBL426084
NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3,Cc1ccc2c(c1O)[C@]13CCN(C)[C@H](C2)[C@]1(O)CCC(=O)C3,CHEMBL426084
C=C1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,C=C1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@]1(C)O,CHEMBL3707377
CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)C1(C)C,CHEMBL1200617
CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,Nc1ccccn1,CHEMBL1569487
CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,CC1=C(O)c2sc(Cl)cc2S(=O)(=O)N1C,CHEMBL1569487
CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,Cc1cc(=O)c2cc3c(=O)cc(C)n(C)c3c(C)c2o1,CHEMBL746
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,CC1(N)CN(S)C1,CHEMBL2105759
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,Cc1cnn(C)c1,CHEMBL2105759
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,Cc1ncnc2[nH]ccc12,CHEMBL2105759
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,CC1=C(C)C(C)C(C)=C(C)N1,CHEMBL1648
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,Cc1cccc2nonc12,CHEMBL1648
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,CN1CCN(C)CC1,CHEMBL621
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,Nc1cccc(Cl)c1,CHEMBL621
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,Cn1nc2ccccn2c1=O,CHEMBL621
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,Cc1ccccc1,CHEMBL83
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,Cc1ccc(O)cc1,CHEMBL83
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,Cc1ccccc1,CHEMBL83
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@]1(C)O,CHEMBL1201148
C=C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](/C=C(\C)C(=O)OC)C2(C)C)CC1=O,CC1=C(C)[C@@H](O)CC1=O,CHEMBL2096637
C=C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](/C=C(\C)C(=O)OC)C2(C)C)CC1=O,C[C@@H]1[C@@H](C)C1(C)C,CHEMBL2096637
CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL1200542
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,Cc1ccc(N)cc1,CHEMBL64894
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,C=C1C=CC(=[N+])C=C1,CHEMBL64894
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,Cc1ccc(N)cc1,CHEMBL64894
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,Cc1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,CHEMBL2218896
CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,C[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,CHEMBL710
O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,Cc1ccc(N)cc1,CHEMBL550348
O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,Cc1nc(C)n(C)n1,CHEMBL550348
O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,Cc1ccccc1O,CHEMBL550348
O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,Cc1ccccc1O,CHEMBL550348
CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,CN1CCc2sc(O)cc2C1,CHEMBL1201772
CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,CC1CC1,CHEMBL1201772
CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,Cc1ccccc1F,CHEMBL1201772
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,CN1CCN(C)CC1,CHEMBL728
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,CN1c2ccccc2Sc2ccc(Cl)cc21,CHEMBL728
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,Cc1cc(Cl)c(N)cc1O,CHEMBL325109
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,CN1CCC(N)CC1,CHEMBL325109
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,Cc1ccccc1,CHEMBL325109
CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,Cc1cc(Br)cc(Br)c1N,CHEMBL253376
CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,NC1CCCCC1,CHEMBL253376
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,CN1CCN(C)CC1,CHEMBL896
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,Cc1ccccc1,CHEMBL896
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,Cc1ccc(Cl)cc1,CHEMBL896
CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,C[C@H]1C[C@H](N)CCN1C,CHEMBL2043437
CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,Cc1ccc(N)cc1,CHEMBL2043437
CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,Cc1nc2ccccc2[nH]1,CHEMBL2043437
