parent_smiles,ring_fragment,chembl_id
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O,C=C1CCC[C@]2(C)[C@@H](C)CC[C@@H]12,CHEMBL846
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CC[C@@H](O)C(C)C)C[C@@H](O)C[C@@H]1O,C=C1C[C@@H](O)C[C@H](O)C1=C,CHEMBL2105611
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CC[C@@H](O)C(C)C)C[C@@H](O)C[C@@H]1O,C=C1CCC[C@]2(C)[C@@H](C)CC[C@@H]12,CHEMBL2105611
C[C@@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C)C(C)(C)O,C=C1C[C@@H](O)C[C@H](O)C1,CHEMBL1200622
C[C@@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C)C(C)(C)O,C=C1CCC[C@]2(C)[C@@H](C)CC[C@@H]12,CHEMBL1200622
FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,Cc1ccc(C)nc1,CHEMBL3813873
FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,Cc1ccc(N)nc1,CHEMBL3813873
FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,Cc1c[nH]c2ncc(Cl)cc12,CHEMBL3813873
CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,CC1CN(C)CCN1,CHEMBL277100
CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,Cc1cn(C)c2cc(N)c(F)cc2c1=O,CHEMBL277100
CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,Nc1ccc(F)cc1F,CHEMBL277100
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,Cc1ccccc1,CHEMBL515606
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,C[C@@H]1CCCN2CCC[C@H](N)C(=O)N12,CHEMBL515606
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,CC1=C(C)C(C)C(C)=C(C)N1,CHEMBL1428
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,Cc1cccc([N+])c1,CHEMBL1428
C=CC(=O)N1CC[C@H](n2nc(C#Cc3cc(OC)cc(OC)c3)c3c(N)ncnc32)C1,CN1CC[C@H](N)C1,CHEMBL3701238
C=CC(=O)N1CC[C@H](n2nc(C#Cc3cc(OC)cc(OC)c3)c3c(N)ncnc32)C1,Cc1cc(O)cc(O)c1,CHEMBL3701238
C=CC(=O)N1CC[C@H](n2nc(C#Cc3cc(OC)cc(OC)c3)c3c(N)ncnc32)C1,Cc1nn(C)c2ncnc(N)c12,CHEMBL3701238
CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,CN1c2ccccc2CCc2ccccc21,CHEMBL87708
CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,Cc1ccc(Cl)cc1,CHEMBL87708
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,C[C@H]1C[C@H]2[C@@H]3CC[C@@](C)(O)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]2(C)C=CC(=O)C=C12,CHEMBL1201064
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,C[C@@H]1[C@@H]2C(=C[C@H](C)C[C@@H]2O)C=C[C@@H]1C,CHEMBL1064
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,C[C@@H]1C[C@@H](O)CC(=O)O1,CHEMBL1064
COc1cc2c(cc1OC)[C@H]1C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN1CC2,C[C@@H]1CN2CCc3cc(O)c(O)cc3[C@H]2C[C@H]1O,CHEMBL2364639
O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,CN1CCC(C)(O)CC1,CHEMBL28218
O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,Cc1ccc(Br)cc1,CHEMBL28218
O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,Cc1ccc(F)cc1,CHEMBL28218
C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N21,Cc1cn2c(c(O)c1=O)C(=O)N1[C@H](C)CCO[C@H]1C2,CHEMBL1229211
C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N21,Cc1ccc(F)cc1F,CHEMBL1229211
CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,Cc1ccc(S)cc1Cl,CHEMBL473417
CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,Cc1cc(N)ccc1Cl,CHEMBL473417
CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,Cc1ccccn1,CHEMBL473417
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12,CC1=C(S)[C@H](C)[C@@H]2[C@@H](C)C(=O)N12,CHEMBL491571
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12,C[C@@H]1C[C@H](S)CN1,CHEMBL491571
C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,C[C@@H]1CN(C)CCC1(C)C,CHEMBL1615438
C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,CC1(C)CCC(N)CC1,CHEMBL1615438
C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,Cc1ccc(F)cc1,CHEMBL1615438
C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,Cc1ccccc1,CHEMBL1615438
CC[C@@H]1[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCC(=O)O)[C@@H]2[C@@H]1O,C[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H](C)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,CHEMBL566315
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,Cc1cc2c(cc1S)S(=O)(=O)NC(C)N2,CHEMBL1684
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,Cc1ccccc1,CHEMBL1684
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,Cc1c(O)ccc2nc3c(cc12)Cn1c-3cc2c(c1=O)COC(=O)[C@@]2(C)O,CHEMBL84
O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,CC1CC1,CHEMBL1201753
O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,Cc1nc2ccccc2c(C)c1C,CHEMBL1201753
O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,Cc1ccc(F)cc1,CHEMBL1201753
CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,Cc1oc2ccccc2c1C,CHEMBL388590
CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,Cc1cc(Br)c(O)c(Br)c1,CHEMBL388590
O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,Cc1ccc([N+])cc1,CHEMBL1201281
COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,Cc1nc(N)c(N)c(N)n1,CHEMBL2107834
COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,Cc1ccccc1F,CHEMBL2107834
COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,Cc1nn(C)c2ncccc12,CHEMBL2107834
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,Cc1nc(Cl)c(C)n1C,CHEMBL191
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,Cc1ccc(C)cc1,CHEMBL191
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,Cc1ccccc1C,CHEMBL191
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,Cc1nnn[nH]1,CHEMBL191
CNC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,Cc1nnc(N)cc1N,CHEMBL4596392
CNC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,CC1CC1,CHEMBL4596392
CNC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,Cc1cccc(N)c1O,CHEMBL4596392
CNC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,Cc1ncn(C)n1,CHEMBL4596392
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@@](C)(O)[C@@]3(C)C[C@H](O)[C@@]12F,CHEMBL1201010
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,CC1=C(C)N2C(=O)[C@@H](N)[C@H]2SC1,CHEMBL1599
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,Sc1ccncc1,CHEMBL1599
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,CC1=C(C)N2C(=O)[C@@H](N)[C@H]2SC1,CHEMBL1436
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,Cc1ccco1,CHEMBL1436
CCOc1ccc(Cc2cc([C@@H]3O[C@H](SC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,Cc1ccc(O)cc1,CHEMBL3039507
CCOc1ccc(Cc2cc([C@@H]3O[C@H](SC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,Cc1ccc(Cl)c(C)c1,CHEMBL3039507
CCOc1ccc(Cc2cc([C@@H]3O[C@H](SC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,C[C@@H]1O[C@H](S)[C@@H](O)[C@H](O)[C@H]1O,CHEMBL3039507
CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,Cc1cnc(C)n1C,CHEMBL813
CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,Cc1cccs1,CHEMBL813
CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,Cc1ccc(C)cc1,CHEMBL813
CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,C[C@@H]1C[C@@H](C)N(C)C1,CHEMBL1753
CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,C[C@H]1O[C@H](S)[C@H](O)[C@@H](O)[C@H]1O,CHEMBL1753
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,Cc1ccccc1,CHEMBL838
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,CN1C(=O)[C@@H](N)CCc2ccccc21,CHEMBL838
N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,CN1CCC(C)(C)CC1,CHEMBL1201321
N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,Cc1ccccc1,CHEMBL1201321
N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,Cc1ccccc1,CHEMBL1201321
N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,Cc1ccccc1,CHEMBL1201321
C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,C[C@H]1CN(C)CCC1(C)C,CHEMBL270190
C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,Cc1ccccc1,CHEMBL270190
C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,Cc1cccc(O)c1,CHEMBL270190
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,C[C@@H]1[C@@H]2C(=C[C@@H](O)C[C@@H]2O)C=C[C@@H]1C,CHEMBL1144
CCCCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)OC(C)C,C[C@@H]1[C@@H](C)[C@@H](O)C[C@H]1O,CHEMBL1200661
Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O,Cc1n[nH]c(=O)n1C,CHEMBL2364608
Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O,Cc1ccn(C)c(=O)c1O,CHEMBL2364608
Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O,Cc1cc(O)cc(Cl)c1,CHEMBL2364608
O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,Cc1cccc2nc(N)nn12,CHEMBL3301607
O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,Cc1ccc(C)cc1,CHEMBL3301607
O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,CN1CCS(=O)(=O)CC1,CHEMBL3301607
O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,CC1CC1,CHEMBL3301607
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,Cn1c(=O)[nH]c2ccccc21,CHEMBL219916
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,CN1CCC(N)CC1,CHEMBL219916
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,Cn1c(=O)[nH]c2cc(Cl)ccc21,CHEMBL219916
[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,Cc1nnc(N)cc1N,CHEMBL4435170
[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,CC1CC1,CHEMBL4435170
[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,Cc1cccc(N)c1O,CHEMBL4435170
[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,Cc1ncn(C)n1,CHEMBL4435170
CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,CN1CCN(C)CC1,CHEMBL1201328
CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,Cc1ccc2c(c1)N(C)c1ccccc1S2,CHEMBL1201328
COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,Cc1cc2c(O)ccnc2cc1O,CHEMBL1289601
COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,Nc1ccc(O)cc1Cl,CHEMBL1289601
COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,NC1CC1,CHEMBL1289601
COC(=O)Nc1c(N)nc(-c2nn(Cc3ccccc3F)c3ncc(F)cc23)nc1N,Cc1nc(N)c(N)c(N)n1,CHEMBL4066936
COC(=O)Nc1c(N)nc(-c2nn(Cc3ccccc3F)c3ncc(F)cc23)nc1N,Cc1ccccc1F,CHEMBL4066936
COC(=O)Nc1c(N)nc(-c2nn(Cc3ccccc3F)c3ncc(F)cc23)nc1N,Cc1nn(C)c2ncc(F)cc12,CHEMBL4066936
CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,C[C@H]1CC[C@H](N)CC1,CHEMBL2028019
CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,CN1CCN(C)CC1,CHEMBL2028019
CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,Nc1cccc(Cl)c1Cl,CHEMBL2028019
COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,Cc1ccc(O)c(O)c1,CHEMBL14376
COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,CC1CCN(C)CC1,CHEMBL14376
COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,Cc1noc2cc(F)ccc12,CHEMBL14376
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,CC1CCN(C)CC1,CHEMBL1621
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,Cc1noc2cc(F)ccc12,CHEMBL1621
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,Cc1nc2n(c(=O)c1C)CCCC2O,CHEMBL1621
NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,Cc1ccccc1,CHEMBL1346
NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,Cc1ccccc1,CHEMBL1346
NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,C[C@@H]1CCN(C)C1,CHEMBL1346
NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,Cc1ccc2c(c1)CCO2,CHEMBL1346
O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,Cn1c(=O)[nH]c2ccccc21,CHEMBL13828
O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,CN1CCN(C)CC1,CHEMBL13828
O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,Cc1ccccc1,CHEMBL13828
O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,Cc1ccccc1,CHEMBL13828
Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,Cc1ccc(Cl)cc1Cl,CHEMBL1262
Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,Cn1ccnc1,CHEMBL1262
Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,Cc1ccc(Cl)cc1Cl,CHEMBL1262
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,Cc1cccs1,CHEMBL996
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,CC1=C(C)N2C(=O)[C@](N)(O)[C@H]2SC1,CHEMBL996
Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,Cc1c[nH]c2nc(N)[nH]c(=O)c12,CHEMBL225072
Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,Cc1ccc(C)cc1,CHEMBL225072
Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,Cc1ccc(C)cc1,CHEMBL3989962
Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,Cc1c[nH]c2[nH]c(N)nc(=O)c12,CHEMBL3989962
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,CN1CCOCC1,CHEMBL1075
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,CN1c2ccccc2Sc2ccc(N)cc21,CHEMBL1075
COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,Oc1ccccc1O,CHEMBL1404
COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,CN1CCN(C)CC1,CHEMBL1404
COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,Cc1cccc(C)c1N,CHEMBL1404
CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,Cc1ccc(O)cc1,CHEMBL2111101
CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,Cc1ccc(F)cc1,CHEMBL2111101
CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,CN1CCC(N)CC1,CHEMBL2111101
CC/C(=C(/CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1,Cc1ccc(O)cc1,CHEMBL1200598
CC/C(=C(/CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1,Cc1ccc(O)cc1,CHEMBL1200598
O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,Nc1ccn2ncc(N)c2n1,CHEMBL3889654
O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,C[C@H]1CCCN1C,CHEMBL3889654
O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,Cc1cc(F)ccc1F,CHEMBL3889654
O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,CN1CC[C@H](O)C1,CHEMBL3889654
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CC1=NC(C)(C)C(=O)N1C,CHEMBL1513
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CC1(N)CCCC1,CHEMBL1513
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,Cc1ccc(C)cc1,CHEMBL1513
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,Cc1ccccc1C,CHEMBL1513
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,Cc1nnn[nH]1,CHEMBL1513
OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2,Cc1ccccc1,CHEMBL1187833
OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2,Cc1ccccc1,CHEMBL1187833
OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2,Cc1ccccc1,CHEMBL1187833
OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2,CC12CC[N+](C)(CC1)CC2,CHEMBL1187833
CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]2(C)O,CHEMBL1200848
CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2O,CHEMBL1200946
CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,Cc1ccc(O)c(O)c1,CHEMBL282121
CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,Cc1ccc(O)cc1,CHEMBL282121
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,Cc1ccc(N)cc1,CHEMBL1276308
