"","Estimate","Std. Error","z value","Pr(>|z|)"
"GATS1d",-233208114441383,19166111.7180636,-12167732.1864711,0
"GATS2d",-314701753484834,12712282.4445943,-24755723.8329499,0
"GATS3d",-626216123833986,9498472.98035122,-65928083.927742,0
"GATS4d",-384171092749326,8151245.44827563,-47130355.1324903,0
"GATS5d",-88019513167136.8,8282777.95263887,-10626810.6751665,0
"GATS6d",-322262290392436,7937768.98744339,-40598597.7800836,0
"GATS7d",-260828548727398,8113803.94329254,-32146272.0260844,0
"GATS1s",-617587569161040,16477821.6412126,-37479928.0274036,0
"GATS2s",451372781554473,10235988.8456791,44096646.4852109,0
"GATS3s",122241811450186,6705038.38324044,18231336.5656093,0
"GATS4s",-502128425310998,6918560.48560429,-72577008.8092451,0
"GATS5s",14918861674037,7596442.44230347,1963927.42883907,0
"GATS6s",-249566192963504,7204170.09342958,-34641907.3573951,0
"GATS7s",-281275618340463,7266937.65727714,-38706210.4569993,0
"GATS8s",-336021606789172,7356489.4303946,-45676896.5643913,0
"GATS1Z",203780757945218,15745580.9744417,12942092.0241683,0
"GATS2Z",-136211152739518,14558486.2177177,-9356134.33309766,0
"GATS3Z",517873210895803,12199978.7932059,42448697.6308684,0
"GATS4Z",-272289082765623,10305286.6634185,-26422271.5639915,0
"GATS5Z",421151186909538,10586882.3073615,39780473.1064869,0
"GATS6Z",99247989519133.8,10943816.7502753,9068864.34448355,0
"GATS7Z",-289657793948740,9845429.02731919,-29420535.4733648,0
"GATS8Z",121222873678379,8470769.18829347,14310727.9851171,0
"GATS1v",-2634654393726270,42513544.105575,-61972118.5131863,0
"GATS2v",-1159727402837697,25073959.2918205,-46252264.7237454,0
"GATS3v",206315733301227,15278104.3725874,13504013.8664982,0
"GATS4v",-294538520746620,12628937.6424618,-23322509.7063038,0
"GATS5v",-531508802160432,12869859.6865782,-41298725.4798696,0
"GATS6v",127340455668517,11576277.8009787,11000120.9246854,0
"GATS7v",-245873515305404,15232433.8718498,-16141446.4276643,0
"GATS1se",-290524089441167,13421121.3654395,-21646782.0780825,0
"GATS2se",262916762668408,12640027.8278339,20800331.0000199,0
"GATS3se",276363104396877,9288745.2796833,29752468.8292776,0
"GATS4se",312049140847770,9008316.30397071,34640118.1217653,0
"GATS5se",-384623811706508,10460690.4840394,-36768491.7447233,0
"GATS6se",133892617033950,9570786.93384731,13989718.7095907,0
"GATS7se",-119802862308500,7289293.63659272,-16435455.6533546,0
"GATS8se",306366775517871,9024271.08469412,33949199.0702156,0
"GATS1p",959732399365742,35516839.497992,27021897.582413,0
"GATS3p",-544800834155278,17724733.8428763,-30736756.8384807,0
"GATS4p",873750634117264,14402820.1777553,60665246.3429869,0
"GATS5p",-507250522068500,15663331.896432,-32384586.2057005,0
"GATS6p",312392523027594,16627525.3992279,18787673.7835023,0
"GATS7p",-6212512596912.54,11678352.265863,-531968.248215318,0
"GATS1i",397964661552304,29333926.1208467,13566702.9334162,0
"GATS2i",739903903815245,19716621.6329498,37526910.927719,0
"GATS3i",77181764819827.8,14420715.7328918,5352145.22284675,0
"GATS4i",-492650817716952,11915135.8945069,-41346638.6014174,0
"GATS5i",795428491579857,9807415.49518706,81104801.9705303,0
"GATS6i",-210511405711580,9622584.71356694,-21876804.6193222,0
"GATS7i",262484209670300,7503439.76811195,34981850.6954375,0
"GATS8i",194225000472210,6348903.79453772,30591895.3503929,0
"BCUTc.1h",144705567927191,9062111.78740975,15968194.9772717,0
"BCUTc.1l",58383219754377.8,7343462.11506377,7950367.12106342,0
"BCUTdv.1h",-113566783696059,7187755.23905364,-15800034.9092315,0
"BCUTdv.1l",-48898684966536,3440579.95419901,-14212337.9248485,0
"BCUTd.1h",343791008376032,5149096.79068555,66767245.2764787,0
"BCUTd.1l",-40595513111761.2,2235762.59665629,-18157345.1369453,0
"BCUTs.1h",347566359394802,9258682.07807592,37539506.8611138,0
"BCUTs.1l",361071576749866,10774395.2104169,33512004.126299,0
"BCUTZ.1h",334182399777078,17397859.9810158,19208247.4592698,0
"BCUTZ.1l",2492747168946222,79726174.982067,31266358.5015451,0
"BCUTv.1h",-175590742292735,29738061.9335346,-5904579.21182574,0
"BCUTv.1l",-237428521628864,11232066.2843517,-21138454.4586996,0
"BCUTse.1h",-234636845192976,8979486.50872714,-26130318.8066414,0
"BCUTse.1l",415206365281916,11336711.4015208,36624939.1535377,0
"BCUTp.1h",1346910082559158,38258164.3111427,35205820.9485725,0
"BCUTi.1h",238006628616979,6386617.19516387,37266462.2512845,0
"BCUTi.1l",201214620254500,21491572.9935714,9362489.20982597,0
"BalabanJ",17379674699194.8,7445777.64772373,2334165.14989647,0
"SM1_DzZ",653918613066492,26311250.1102768,24853194.3684075,0
"nBondsD",25977918014072776,283103778.960936,91761113.5726214,0
"nBondsT",-3997217456235480,51792437.8923918,-77177627.0609317,0
"RNCG",158678148397852,6697061.19644045,23693698.4362919,0
"RPCG",117374635005480,6731619.04705694,17436315.7191428,0
"C1SP1",150941788160029,8593638.83501112,17564362.5544374,0
"C2SP1",934627786229308,14873047.1868816,62840369.8640633,0
"C1SP2",736115634433480,13686743.676968,53783109.5406726,0
"C2SP2",3981452828907566,65662824.8499192,60634808.7827121,0
"C3SP2",1669173494460624,30842275.3754744,54119661.2163038,0
"C1SP3",256157490544061,29021121.7097168,8826588.20380103,0
"C2SP3",907739330882861,80767214.9589886,11238957.9279635,0
"C3SP3",297260383439205,34852115.723835,8529191.9088835,0
"C4SP3",257092412996890,19507587.7783067,13179098.0985762,0
"HybRatio",280685452928811,19038180.9052153,14743291.6162657,0
"Xch.3d",-2316075723383638,66367867.3685037,-34897546.2858218,0
"Xch.4d",-390082609068745,16461932.368737,-23696040.0717934,0
"Xch.5d",-217031210704778,13068701.1341343,-16606945.7459634,0
"Xch.6d",-338345695011520,12198326.1055969,-27737059.3376971,0
"Xch.6dv",81491589664479.7,8990435.95163115,9064253.4024943,0
"Xc.4d",325982366673357,14953724.1295255,21799410.2238198,0
"Xc.5d",-499959824437654,25941715.2111323,-19272427.4539529,0
"Xc.6d",253036151987543,14480016.9208229,17474851.9543279,0
"Xc.3dv",-901202777347394,36642897.3052634,-24594200.8853635,0
"Xc.4dv",412817182388071,20377973.696745,20258009.3846137,0
"Xc.5dv",-788395338967846,18259014.4286222,-43178416.9977973,0
"Xc.6dv",465551810598562,10890419.1898871,42748750.2988754,0
"Xpc.4dv",20781906788827.8,25895645.687179,802525.144183487,0
"AXp.0d",319935293761619,86700202.6058995,3690133.17322801,0
"AXp.2d",-334323498176789,21659340.0667266,-15435534.8384036,0
"AXp.3d",-835101234341019,12241205.5072456,-68220506.0479314,0
"AXp.4d",-777496518052798,9063942.04015649,-85779069.9243454,0
"AXp.5d",-105315132624291,7222581.25249703,-14581370.4190425,0
"AXp.0dv",-1580087698534284,66524657.6837421,-23751910.2472652,0
"AXp.1dv",2549292477020692,67647178.0700829,37685126.7081623,0
"AXp.2dv",-549115684627960,34961098.7241919,-15706476.7603539,0
"AXp.3dv",45546860578210.4,14110647.0475514,3227836.42909659,0
"AXp.5dv",-197023974510916,6270349.85258199,-31421528.1671701,0
"MZ",3159309754797356,245463781.85847,12870777.6392811,0
"Mv",2387066581218176,271486553.491061,8792577.57160623,0
"NsCH3",-2958404628218788,102487643.928072,-28865963.8843398,0
"NdCH2",-2452876254314722,21666402.3453955,-113211054.387901,0
"NssCH2",-15400548571173562,259388280.544637,-59372568.9489019,0
"NtCH",560609770803486,8240064.61659964,68034632.8442784,0
"NdsCH",-13329085381401768,109269201.6374,-121983918.447882,0
"NaaCH",34228065752812068,375849987.238606,91068423.3470057,0
"NsssCH",-19143629293013140,266887305.043637,-71729261.4944091,0
"NddC",-1347901863362595,11238238.0355121,-119938896.03542,0
"NdssC",-24752931350021764,192508698.426369,-128580846.228563,0
"NaasC",17099395218206822,229200346.057866,74604578.53711,0
"NaaaC",5121098760385146,76420629.9862839,67011993.5062599,0
"NssssC",-9580593529905008,120377096.80455,-79588175.6930933,0
"NsNH2",5815178583424132,64411823.125476,90281229.4583869,0
"NdNH",335991029451536,9154951.30732996,36700471.4904954,0
"NssNH",8235866717740650,96366268.9023186,85464206.6311492,0
"NaaNH",6257528685835251,58242720.3970082,107438811.978238,0
"NtN",4873389981890248,47830396.2978938,101888973.5209,0
"NdsN",473671545220818,16832652.4148682,28140041.9581185,0
"NaaN",19555757097107016,178370075.590141,109635862.587412,0
"NsssN",5050015458357315,74675176.2067755,67626428.4181108,0
"NddsN",-232473704293046,13260245.9672545,-17531628.362485,0
"NaasN",8495098395923428,82722506.005615,102693919.782203,0
"NssssN",858312156356539,21090870.7611646,40695908.9587225,0
"NsOH",-1040826410090628,68207156.6920117,-15259782.9988789,0
"NdO",-11108567307980104,144234557.198902,-77017377.2756911,0
"NssO",-2951424036665137,78378668.5229886,-37655960.3816117,0
"NaaO",2423691205533582,29533434.261204,82066013.1868719,0
"NsssSiH",96957232655781.5,10637338.1496373,9114802.15180408,0
"NssssSi",-544464786327710,35332342.3321747,-15409812.9472697,0
