Estimate,Std. Error,z value,Pr(>|z|)
-2.73554519854587,1.25392238396793,-2.18159053026031,0.0291397664044796
-2.47411512798692,1.24204698619092,-1.9919658076499,0.0463748095977621
-1.3764234291503,0.698414044856135,-1.9707842923374,0.0487485541281223
1.37228124743798,0.638982027928223,2.1476053902288,0.0317451168605209
-1.27712218871496,0.612862999178288,-2.08386244630087,0.0371726811437068
-0.837762272235371,0.423146231780424,-1.97984103204799,0.0477213941324402
-0.71754764873051,0.327036416028393,-2.19409097446877,0.0282288699932817
-0.66534235754319,0.260356485551786,-2.55550521867392,0.0106033771086731
-0.600081888386252,0.304916561562395,-1.96801998983403,0.0490657377294305
-0.572002042745359,0.168063772555879,-3.40348210709821,0.0006653277089651
-0.454879441970233,0.218338782250488,-2.0833652971847,0.0372179389564316
-0.451827829791347,0.209265704822058,-2.15911073520405,0.0308415770057702
-0.397323395898794,0.158920686345697,-2.50013642046892,0.0124145490290572
-0.321609324659102,0.156547573243349,-2.05438716165321,0.0399382346449203
-0.317845653241378,0.10990180427148,-2.89208767179322,0.0038269114026681
0.280490847502193,0.110816400901854,2.53113117931535,0.011369531847869
-0.272128967300295,0.113232596386853,-2.40327410996196,0.0162490024495447
-0.21344036437653,0.0932463785349875,-2.28899360736507,0.0220797238147776
-0.198583659901818,0.0990366859506615,-2.00515251490492,0.0449467447464674
